Column1,Year,Name,TeamAbbr,Team,Position,VetStatus,Salary,SalaryPerc,Rank,PlayerCode,Age,League,Wins,Losses,Win_Loss,ERA,Games,GamesStart,GamesFinished,CompleteGame,ShutOut,Saves,InningsPitched,Hits_Allowed,Runs_Allowed,EarnedRuns_Allowed,HomeRuns_Allowed,BasesWalk,IntentWalk,StrikeOuts,HitByPitch,Balks,WildPitches,BattersFaced,ERAp,FieldIndPitch,Walks/HitsPerInn,H9,HR9,BB9,SO9,SO_W,VetInd,VetSO,VetWalk,VetInnP,EraWalk,VetAge,WalkAge,EraAge
5278,2019,MannyBanuelos,CHW,chicago-white-sox,RP,Pre-Arb,559000,NA,35,banuema01,11,AL,2,2,0.5,6.67,8,4,1,0,0,0,27,35,20,20,7,16,1,27,0,1,1,126,66,6.26,1.889,11.7,2.3,5.3,9,1.69,0,0,0,0,106.72,0,176,73.37
5323,2019,PaulFry,BAL,baltimore-orioles,RP,Pre-Arb,559000,3,176,frypa01,9,AL,0,1,0,3.31,15,0,2,0,0,1,16.1,10,6,6,2,5,0,12,1,0,1,64,134,4.33,0.918,5.5,1.1,2.8,6.6,2.4,0,0,0,0,16.55,0,45,29.79
5126,2019,DakotaHudson,STL,st.-louis-cardinals,SP,Pre-Arb,559100,3,247,hudsoda02,7,NL,2,3,0.4,4.61,9,8,1,0,0,1,41,53,29,21,9,20,2,31,1,0,3,194,90,5.99,1.78,11.6,2,4.4,6.8,1.55,0,0,0,0,92.2,0,140,32.27
5403,2019,VictorAlcantara,DET,detroit-tigers,RP,Pre-Arb,559100,1,8,alcanvi01,9,AL,2,0,1,4.86,20,0,4,0,0,0,16.2,20,9,9,4,8,0,10,1,0,1,77,95,6.65,1.68,10.8,2.2,4.3,5.4,1.25,0,0,0,0,38.88,0,72,43.74
4924,2018,RyanPressly,HOU,houston-astros,RP,Arb 2,559130,0.34,711,pressry01,12,AL,1,0,1,0.77,26,0,4,0,0,2,23.1,11,2,2,1,3,0,32,1,0,2,84,540,1.49,0.6,4.2,0.4,1.2,12.3,10.67,0,0,0,0,2.31,0,36,9.24
3963,2017,AndrewChafin,ARI,arizona-diamondbacks,RP,Pre-Arb,559300,0.55,135,chafian01,10,NL,1,0,1,3.51,71,0,12,0,0,0,51.1,48,21,20,5,21,3,61,2,1,1,221,135,3.39,1.344,8.4,0.9,3.7,10.7,2.9,0,0,0,0,73.71,0,210,35.1
5362,2019,ShaneBieber,CLE,cleveland-indians,SP,Pre-Arb,559600,2,54,biebesh01,7,AL,2,2,0.5,3.81,9,8,1,0,0,0,49.2,41,23,21,10,13,0,54,2,0,2,204,119,4.46,1.087,7.4,1.8,2.4,9.8,4.15,0,0,0,0,49.53,0,91,26.67
1197,2011,WilsonValdez,PHI,philadelphia-phillies,2B,Pre-Arb,560000,0.33,687,valdewi01,16,NL,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,NA,6.03,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
1604,2012,MadisonBumgarner,SFG,san-francisco-giants,SP,Pre-Arb,560000,0.41,98,bumgama01,5,NL,16,11,0.593,3.37,32,32,0,2,1,0,208.1,183,87,78,23,49,6,191,7,2,3,849,105,3.5,1.114,7.9,1,2.1,8.3,3.9,0,0,0,0,165.13,0,245,16.85
1834,2013,BlakeWood,CLE,cleveland-indians,RP,Pre-Arb,560000,0.6,760,woodbl01,10,AL,0,0,NA,0,2,0,1,0,0,0,1.1,1,0,0,0,3,0,1,0,0,0,8,NA,8.3,3,6.8,0,20.3,6.8,0.33,0,0,0,0,0,0,30,0
3990,2017,BlakeParker,LAA,los-angeles-angels,RP/CL,Pre-Arb,560000,0.34,625,parkebl01,15,AL,3,3,0.5,2.54,71,0,17,0,0,8,67.1,40,20,19,7,16,0,86,1,0,4,254,168,2.71,0.832,5.3,0.9,2.1,11.5,5.38,0,0,0,0,40.64,0,240,38.1
4477,2018,AdamMorgan,PHI,philadelphia-phillies,RP,Pre-Arb,560000,0.54,626,morgaad01,11,NL,0,2,0,3.83,67,0,9,0,0,1,49.1,49,25,21,5,22,3,50,0,1,3,214,110,3.79,1.439,8.9,0.9,4,9.1,2.27,0,0,0,0,84.26,0,242,42.13
5047,2019,AaronBrooks,OAK,oakland-athletics,SP,Pre-Arb,560000,NA,71,brookaa01,12,AL,2,3,0.4,5.35,7,6,0,0,0,0,35.1,36,22,21,9,13,0,29,0,0,0,152,79,5.88,1.387,9.2,2.3,3.3,7.4,2.23,0,0,0,0,69.55,0,156,64.2
5069,2019,AntonioSenzatela,COL,colorado-rockies,SP,Pre-Arb,560000,1,464,senzaan01,7,NL,3,2,0.6,5.35,6,6,0,0,0,0,33.2,36,20,20,6,11,0,23,1,0,0,143,93,5.13,1.396,9.6,1.6,2.9,6.1,2.09,0,0,0,0,58.85,0,77,37.45
5165,2019,FrankieMontas,OAK,oakland-athletics,SP,Pre-Arb,560000,1,345,montafr02,9,AL,4,2,0.667,2.78,8,8,0,0,0,0,45.1,46,20,14,4,11,0,42,2,0,3,191,151,3.26,1.257,9.1,0.8,2.2,8.3,3.82,0,0,0,0,30.58,0,99,25.02
5237,2019,JoseRondon,CHW,chicago-white-sox,2B,Pre-Arb,560000,NA,440,rondojo02,8,AL,0,0,NA,0,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,5,NA,3.11,2,18,0,0,0,NA,0,0,0,0,0,0,0,0
5289,2019,MattMagill,MIN,minnesota-twins,SP,Pre-Arb,560000,NA,311,magilma01,12,AL,0,0,NA,2.57,7,0,1,0,0,0,7,6,2,2,1,3,0,10,0,0,0,30,181,3.39,1.286,7.7,1.3,3.9,12.9,3.33,0,0,0,0,7.71,0,36,30.84
5053,2019,AdamKolarek,TBR,tampa-bay-rays,RP,Pre-Arb,560800,2,284,kolarad01,13,AL,2,1,0.667,3.38,19,0,3,0,0,0,13.1,13,5,5,2,5,1,9,1,0,0,58,129,5.06,1.35,8.8,1.4,3.4,6.1,1.8,0,0,0,0,16.9,0,65,43.94
5398,2019,TylerOlson,CLE,cleveland-indians,RP,Pre-Arb,560900,NA,372,olsonty01,12,AL,1,0,1,4.22,15,0,1,0,0,0,10.2,14,5,5,0,6,1,8,0,0,0,48,110,3.29,1.875,11.8,0,5.1,6.8,1.33,0,0,0,0,25.32,0,72,50.64
4607,2018,DanielNorris,DET,detroit-tigers,SP,Pre-Arb,561400,0.43,648,norrida01,8,AL,0,5,0,5.68,11,8,0,0,0,0,44.1,46,28,28,8,19,0,51,2,1,2,200,78,4.63,1.466,9.3,1.6,3.9,10.4,2.68,0,0,0,0,107.92,0,152,45.44
5090,2019,BrandonWoodruff,MIL,milwaukee-brewers,SP,Pre-Arb,561400,2,562,woodrbr01,9,NL,5,1,0.833,4.25,8,8,0,0,0,0,42.1,46,20,20,4,12,0,54,3,1,1,182,103,2.85,1.37,9.8,0.9,2.6,11.5,4.5,0,0,0,0,51,0,108,38.25
5139,2019,DiegoCastillo,TBR,tampa-bay-rays,RP,Pre-Arb,561500,3,88,castidi01,8,AL,0,2,0,1.71,19,0,6,0,0,4,21,13,5,4,3,6,2,25,0,0,2,78,252,3.44,0.905,5.6,1.3,2.6,10.7,4.17,0,0,0,0,10.26,0,48,13.68
5420,2019,YonnyChirinos,TBR,tampa-bay-rays,SP,Pre-Arb,561800,3,100,chiriyo01,8,AL,5,1,0.833,3.61,8,4,0,0,0,0,42.1,31,19,17,8,8,0,31,2,1,0,161,119,4.81,0.921,6.6,1.7,1.7,6.6,3.88,0,0,0,0,28.88,0,64,28.88
2405,2014,CarlosTorres,NYM,new-york-mets,RP,Pre-Arb,561875,0.59,731,torreca01,14,NL,8,6,0.571,3.06,73,1,20,0,0,2,97,89,35,33,11,38,4,96,2,0,6,405,113,3.86,1.309,8.3,1,3.5,8.9,2.53,0,0,0,0,116.28,0,532,42.84
5188,2019,JackFlaherty,STL,st.-louis-cardinals,SP,Pre-Arb,562100,3,164,flaheja01,6,NL,3,3,0.5,4.32,8,8,0,0,0,0,41.2,40,21,20,8,13,0,47,1,0,3,178,96,4.36,1.272,8.6,1.7,2.8,10.2,3.62,0,0,0,0,56.16,0,78,25.92
5230,2019,JorgeLopez,KCR,kansas-city-royals,SP,Pre-Arb,562250,NA,296,lopezjo02,9,AL,0,4,0,6.07,8,8,0,0,0,0,43,47,31,29,10,17,0,39,3,0,2,192,74,5.71,1.488,9.8,2.1,3.6,8.2,2.29,0,0,0,0,103.19,0,153,54.63
4908,2018,RobertGsellman,NYM,new-york-mets,RP,Pre-Arb,562375,0.37,372,gsellro01,7,NL,6,3,0.667,4.28,68,0,24,0,0,13,80,76,44,38,8,28,6,70,5,0,1,345,86,3.95,1.3,8.6,0.9,3.2,7.9,2.5,0,0,0,0,119.84,0,196,29.96
5156,2019,EricLauer,SDP,san-diego-padres,SP,Pre-Arb,562500,3,286,lauerer01,7,NL,2,4,0.333,5.75,8,8,0,0,0,0,40.2,45,27,26,7,14,1,35,0,1,1,177,71,4.66,1.451,10,1.5,3.1,7.7,2.5,0,0,0,0,80.5,0,98,40.25
5407,2019,WanderSuero,WSN,washington-nationals,RP,Pre-Arb,562500,3,504,suerowa01,10,NL,1,3,0.25,6.19,18,0,4,0,0,0,16,12,11,11,1,7,2,21,1,0,1,67,73,2.79,1.188,6.8,0.6,3.9,11.8,3,0,0,0,0,43.33,0,70,61.9
4293,2017,MattBarnes,BOS,boston-red-sox,RP/CL,Pre-Arb,563500,0.27,47,barnema01,10,AL,7,3,0.7,3.88,70,0,15,0,0,1,69.2,57,31,30,7,28,0,83,1,0,3,287,118,3.33,1.22,7.4,0.9,3.6,10.7,2.96,0,0,0,0,108.64,0,280,38.8
5136,2019,DavidHess,BAL,baltimore-orioles,SP,Pre-Arb,563500,2,234,hessda01,8,AL,1,4,0.2,5.5,8,7,0,0,0,0,34.1,32,24,21,10,13,0,27,0,0,1,147,80,6.46,1.311,8.4,2.6,3.4,7.1,2.08,0,0,0,0,71.5,0,104,44
5051,2019,AdamCimber,CLE,cleveland-indians,RP,Pre-Arb,563800,3,101,cimbead01,11,AL,2,2,0.5,3.18,20,0,5,0,0,0,17,12,7,6,1,4,0,15,0,0,0,67,145,2.81,0.941,6.4,0.5,2.1,7.9,3.75,0,0,0,0,12.72,0,44,34.98
4946,2018,SethLugo,NYM,new-york-mets,RP,Pre-Arb,564000,0.38,548,lugose01,11,NL,3,4,0.429,2.66,54,5,13,0,0,3,101.1,81,36,30,9,28,4,103,2,1,2,410,138,3.17,1.076,7.2,0.8,2.5,9.1,3.68,0,0,0,0,74.48,0,308,29.26
5359,2019,SeranthonyDominguez,PHI,philadelphia-phillies,RP/CL,Pre-Arb,564000,3,133,dominse01,7,NL,3,0,1,4.5,18,0,2,0,0,0,16,18,9,8,2,5,0,22,1,0,1,72,100,3.11,1.438,10.1,1.1,2.8,12.4,4.4,0,0,0,0,22.5,0,35,31.5
5350,2019,RyneStanek,TBR,tampa-bay-rays,RP,Pre-Arb,564200,2,486,stanery01,10,AL,0,1,0,2.57,16,10,0,0,0,0,21,16,6,6,2,5,0,21,0,0,1,82,168,3.06,1,6.9,0.9,2.1,9,4.2,0,0,0,0,12.85,0,50,25.7
4121,2017,FelipeVazquez,PIT,pittsburgh-pirates,RP/CL,Pre-Arb,564500,0.57,849,riverfe01,8,NL,5,3,0.625,1.67,73,0,40,0,0,21,75.1,47,19,14,4,20,0,88,4,1,2,300,256,2.47,0.889,5.6,0.5,2.4,10.5,4.4,0,0,0,0,33.4,0,160,13.36
5166,2019,FreddyPeralta,MIL,milwaukee-brewers,SP,Pre-Arb,564600,3,386,peralfr01,6,NL,2,1,0.667,6.16,7,6,0,0,0,0,30.2,38,25,21,7,12,0,35,2,0,2,147,72,5.16,1.63,11.2,2.1,3.5,10.3,2.92,0,0,0,0,73.92,0,72,36.96
4970,2018,TaylorRogers,MIN,minnesota-twins,RP,Pre-Arb,565000,0.49,762,rogerta01,10,AL,1,2,0.333,2.63,72,0,6,0,0,2,68.1,49,20,20,3,16,3,75,2,0,0,260,165,2.33,0.951,6.5,0.4,2.1,9.9,4.69,0,0,0,0,42.08,0,160,26.3
4994,2018,TyBlach,SFG,san-francisco-giants,RP,Pre-Arb,565000,0.27,84,blachty01,10,NL,6,7,0.462,4.25,47,13,13,0,0,0,118.2,133,62,56,8,41,4,75,1,1,1,512,90,3.84,1.466,10.1,0.6,3.1,5.7,1.83,0,0,0,0,174.25,0,410,42.5
5148,2019,DylanFloro,LAD,los-angeles-dodgers,RP,Pre-Arb,565000,1,166,florody01,11,NL,1,0,1,0.5,17,0,1,0,0,0,18,13,3,1,1,2,0,14,1,0,1,71,830,2.77,0.833,6.5,0.5,1,7,7,0,0,0,0,1,0,22,5.5
5247,2019,JulioUrias,LAD,los-angeles-dodgers,SP,Pre-Arb,565000,1,521,uriasju01,5,NL,2,2,0.5,3.18,9,4,2,0,0,2,28.1,22,11,10,2,9,0,32,3,0,1,120,130,3.04,1.094,7,0.6,2.9,10.2,3.56,0,0,0,0,28.62,0,45,15.9
5262,2019,KyleFreeland,COL,colorado-rockies,SP,Pre-Arb,565000,3,172,freelky01,9,NL,2,5,0.286,5.84,8,8,0,0,0,0,44.2,42,32,29,9,18,2,37,2,0,2,198,85,5.41,1.343,8.5,1.8,3.6,7.5,2.06,0,0,0,0,105.12,0,162,52.56
5291,2019,MaxFried,ATL,atlanta-braves,SP,Pre-Arb,565000,1,174,friedma01,8,NL,5,2,0.714,3.25,10,8,1,0,0,0,44.1,44,17,16,6,9,0,41,1,0,3,184,133,3.69,1.195,8.9,1.2,1.8,8.3,4.56,0,0,0,0,29.25,0,72,26
5338,2019,RobertStephenson,CIN,cincinnati-reds,RP,Pre-Arb,565000,NA,488,stephro01,9,NL,2,1,0.667,2.95,16,0,4,0,0,0,18.1,12,7,6,2,4,2,23,0,0,0,72,155,2.67,0.873,5.9,1,2,11.3,5.75,0,0,0,0,11.8,0,36,26.55
5374,2019,TayronGuerrero,MIA,miami-marlins,RP,Pre-Arb,565000,NA,212,guerrta01,11,NL,1,1,0.5,3.45,16,0,6,0,0,0,15.2,9,6,6,0,13,0,19,2,0,4,70,115,3.55,1.404,5.2,0,7.5,10.9,1.46,0,0,0,0,44.85,0,143,37.95
5219,2019,JoeyLucchesi,SDP,san-diego-padres,SP,Pre-Arb,565100,3,304,lucchjo01,9,NL,3,2,0.6,4.57,8,8,0,0,0,0,41.1,43,22,21,4,13,0,40,0,0,1,180,89,3.37,1.355,9.4,0.9,2.8,8.7,3.08,0,0,0,0,59.41,0,117,41.13
4868,2018,MychalGivens,BAL,baltimore-orioles,RP/CL,Pre-Arb,566500,0.43,336,givenmy01,11,AL,0,7,0,3.99,69,0,32,0,0,9,76.2,61,37,34,4,30,4,79,3,0,4,317,106,3.07,1.187,7.2,0.5,3.5,9.3,2.63,0,0,0,0,119.7,0,330,43.89
5129,2019,DanielStumpf,DET,detroit-tigers,RP,Pre-Arb,566600,2,502,stumpda01,11,AL,1,0,1,3.72,16,0,1,0,0,0,9.2,10,4,4,1,5,0,12,0,0,0,43,126,3.52,1.552,9.3,0.9,4.7,11.2,2.4,0,0,0,0,18.6,0,55,40.92
5395,2019,TylerGlasnow,TBR,tampa-bay-rays,SP,Pre-Arb,566700,1,195,glasnty01,8,AL,6,1,0.857,1.86,8,8,0,0,0,0,48.1,35,11,10,3,9,0,55,0,0,0,183,230,2.2,0.91,6.5,0.6,1.7,10.2,6.11,0,0,0,0,16.74,0,72,14.88
5240,2019,JoshJames,HOU,houston-astros,RP,Pre-Arb,566800,3,254,jamesjo02,9,AL,0,0,NA,5.23,15,0,9,0,0,0,20.2,15,13,12,4,12,0,32,2,0,2,88,83,4.56,1.306,6.5,1.7,5.2,13.9,2.67,0,0,0,0,62.76,0,108,47.07
5062,2019,AmirGarrett,CIN,cincinnati-reds,RP,Pre-Arb,567500,1,185,garream01,10,NL,2,1,0.667,1.59,21,0,1,0,0,0,17,12,3,3,1,8,1,22,1,1,2,68,288,2.87,1.176,6.4,0.5,4.2,11.6,2.75,0,0,0,0,12.72,0,80,15.9
5328,2019,ReyesMoronta,SFG,san-francisco-giants,RP,Pre-Arb,567500,2,352,moronre01,9,NL,1,3,0.25,2.6,17,0,0,0,0,0,17.1,12,5,5,1,10,1,32,0,0,1,76,158,1.9,1.269,6.2,0.5,5.2,16.6,3.2,0,0,0,0,26,0,90,23.4
5384,2019,TrevorGott,SFG,san-francisco-giants,RP,Pre-Arb,567500,1,200,gotttr01,9,NL,1,0,1,2.33,16,0,1,0,0,0,19.1,11,5,5,1,4,0,19,1,0,0,73,176,2.59,0.776,5.1,0.5,1.9,8.8,4.75,0,0,0,0,9.32,0,36,20.97
4749,2018,JoeRoss,WSN,washington-nationals,SP,Pre-Arb,567900,0.31,775,rossjo01,8,NL,0,2,0,5.06,3,3,0,0,0,0,16,17,10,9,3,4,0,7,2,0,0,68,85,5.85,1.313,9.6,1.7,2.3,3.9,1.75,0,0,0,0,20.24,0,32,40.48
4730,2018,JeradEickhoff,PHI,philadelphia-phillies,SP,Pre-Arb,568000,0.54,249,eickhje01,10,NL,0,1,0,6.75,3,1,1,0,0,0,5.1,10,4,4,1,0,0,11,0,0,0,26,66,1.47,1.875,16.9,1.7,0,18.6,NA,0,0,0,0,0,0,0,67.5
5375,2019,TimMayza,TOR,toronto-blue-jays,RP,Pre-Arb,568300,3,328,mayzati01,10,AL,0,0,NA,3.71,21,0,1,0,0,0,17,12,8,7,2,9,2,22,0,0,0,74,117,3.64,1.235,6.4,1.1,4.8,11.6,2.44,0,0,0,0,33.39,0,90,37.1
5182,2019,HectorVelazquez,BOS,boston-red-sox,RP,Pre-Arb,568500,2,527,velazhe01,13,AL,1,2,0.333,3.95,12,6,3,0,0,0,27.1,23,13,12,3,12,0,22,2,0,2,112,116,4.46,1.28,7.6,1,4,7.2,1.83,0,0,0,0,47.4,0,156,51.35
5160,2019,FelixPena,LAA,los-angeles-angels,SP,Pre-Arb,569000,1,385,penafe01,12,AL,2,1,0.667,3.21,7,4,0,0,0,0,33.2,24,14,12,6,7,0,34,3,0,1,134,137,4.3,0.921,6.4,1.6,1.9,9.1,4.86,0,0,0,0,22.47,0,84,38.52
5187,2019,JaceFry,CHW,chicago-white-sox,RP,Pre-Arb,569000,2,175,fryja01,8,AL,1,1,0.5,5.93,17,0,1,0,0,0,13.2,13,10,9,1,11,1,19,0,0,1,64,75,3.69,1.756,8.6,0.7,7.2,12.5,1.73,0,0,0,0,65.23,0,88,47.44
5298,2019,MiguelCastro,BAL,baltimore-orioles,RP,Pre-Arb,569000,1,90,castrmi01,7,AL,0,1,0,6.63,16,0,13,0,0,1,19,24,14,14,3,9,1,18,0,2,3,89,67,4.69,1.737,11.4,1.4,4.3,8.5,2,0,0,0,0,59.67,0,63,46.41
5310,2019,NickKingham,PIT,pittsburgh-pirates,RP,Pre-Arb,569000,1,278,kinghni01,10,NL,1,1,0.5,7.84,10,2,3,0,0,1,20.2,26,18,18,3,10,0,20,0,0,0,96,53,4.51,1.742,11.3,1.3,4.4,8.7,2,0,0,0,0,78.4,0,100,78.4
5316,2019,NoeRamirez,LAA,los-angeles-angels,RP,Pre-Arb,569000,NA,413,ramirno01,12,AL,1,0,1,3,12,0,4,0,0,0,18,13,6,6,4,7,0,22,0,0,1,74,148,4.72,1.111,6.5,2,3.5,11,3.14,0,0,0,0,21,0,84,36
5215,2019,JoeJimenez,DET,detroit-tigers,RP,Pre-Arb,569200,2,261,jimenjo02,7,AL,2,1,0.667,4.41,18,0,2,0,0,0,16.1,15,8,8,4,8,0,26,2,0,0,71,105,4.94,1.408,8.3,2.2,4.4,14.3,3.25,0,0,0,0,35.28,0,56,30.87
5220,2019,JohnBrebbia,STL,st.-louis-cardinals,RP,Pre-Arb,569300,3,66,brebbjo01,12,NL,1,2,0.333,1.99,19,0,5,0,0,0,22.2,13,5,5,3,9,0,25,2,0,0,92,210,4.08,0.971,5.2,1.2,3.6,9.9,2.78,0,0,0,0,17.91,0,108,23.88
4992,2018,TrevorWilliams,PIT,pittsburgh-pirates,SP,Pre-Arb,569500,0.63,961,willitr01,9,NL,14,10,0.583,3.11,31,31,0,1,1,0,170.2,146,64,59,15,55,3,126,4,0,4,701,126,3.86,1.178,7.7,0.8,2.9,6.6,2.29,0,0,0,0,171.05,0,495,27.99
4673,2018,GregGarcia,STL,st.-louis-cardinals,2B,Pre-Arb,569600,0.35,307,garcigr01,11,NL,0,0,NA,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,NA,3.16,1,9,0,0,0,NA,0,0,0,0,0,0,0,0
4690,2018,IanHapp,CHC,chicago-cubs,CF,Pre-Arb,570000,0.29,400,happia01,6,NL,0,0,NA,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,NA,3.16,1,9,0,0,0,NA,0,0,0,0,0,0,0,0
4770,2018,JoseBerrios,MIN,minnesota-twins,SP,Pre-Arb,570000,0.49,77,berrijo01,7,AL,12,11,0.522,3.84,32,32,0,2,1,0,192.1,159,83,82,25,61,1,202,13,0,2,797,113,3.9,1.144,7.4,1.2,2.9,9.5,3.31,0,0,0,0,234.24,0,427,26.88
4842,2018,MattDavidson,CHW,chicago-white-sox,DH,Pre-Arb,570000,0.79,202,davidma02,10,AL,0,0,NA,0,3,0,3,0,0,0,3,1,0,0,0,1,0,2,0,0,0,11,NA,2.83,0.667,3,0,3,6,2,0,0,0,0,0,0,10,0
5387,2019,TrevorRichards,MIA,miami-marlins,SP,Pre-Arb,570000,3,424,richatr01,9,NL,0,5,0,4.46,8,8,0,0,0,0,42.1,35,21,21,7,23,3,40,3,0,1,186,87,5.21,1.37,7.4,1.5,4.9,8.5,1.74,0,0,0,0,102.58,0,207,40.14
5397,2019,TylerMahle,CIN,cincinnati-reds,SP,Pre-Arb,570000,2,312,mahlety01,7,NL,0,5,0,3.97,8,8,0,0,0,0,45.1,45,20,20,7,9,0,49,0,1,0,183,114,3.55,1.191,8.9,1.4,1.8,9.7,5.44,0,0,0,0,35.73,0,63,27.79
5406,2019,WalkerBuehler,LAD,los-angeles-dodgers,SP,Pre-Arb,570000,2,74,buehlwa01,7,NL,4,0,1,4.15,8,8,0,0,0,0,43.1,35,21,20,4,10,0,39,1,0,2,171,99,3.27,1.038,7.3,0.8,2.1,8.1,3.9,0,0,0,0,41.5,0,70,29.05
5408,2019,WandyPeralta,CIN,cincinnati-reds,RP,Pre-Arb,570000,2,387,peralwa01,10,NL,0,0,NA,3.38,17,0,6,0,0,0,13.1,11,5,5,1,5,0,10,0,0,0,53,136,3.71,1.2,7.4,0.7,3.4,6.8,2,0,0,0,0,16.9,0,50,33.8
4359,2017,RobbieRay,ARI,arizona-diamondbacks,SP,Pre-Arb,570400,0.56,680,rayro02,8,NL,15,5,0.75,2.89,28,28,0,1,1,0,162,116,57,52,23,71,3,218,5,0,8,665,163,3.72,1.154,6.4,1.3,3.9,12.1,3.07,0,0,0,0,205.19,0,568,23.12
4318,2017,MikeMontgomery,CHC,chicago-cubs,RP,Pre-Arb,570500,0.33,568,montgmi01,10,NL,7,8,0.467,3.38,44,14,11,0,0,3,130.2,103,52,49,10,55,4,100,8,0,7,540,130,4.07,1.209,7.1,0.7,3.8,6.9,1.82,0,0,0,0,185.9,0,550,33.8
4565,2018,ChadGreen,NYY,new-york-yankees,RP,Pre-Arb,570800,0.32,365,greench03,10,AL,8,3,0.727,2.5,63,0,3,0,0,0,75.2,64,22,21,9,15,2,94,1,0,3,298,173,2.86,1.044,7.6,1.1,1.8,11.2,6.27,0,0,0,0,37.5,0,150,25
4646,2018,EdwinDiaz,SEA,seattle-mariners,RP/CL,Pre-Arb,570800,0.35,222,diazed04,7,AL,0,4,0,1.96,73,0,65,0,0,57,73.1,41,17,16,5,17,0,124,6,1,3,280,205,1.61,0.791,5,0.6,2.1,15.2,7.29,0,0,0,0,33.32,0,119,13.72
5095,2019,BuckFarmer,DET,detroit-tigers,RP,Pre-Arb,570800,NA,156,farmebu01,11,AL,2,2,0.5,3.07,19,0,6,0,0,0,14.2,11,5,5,0,5,2,17,1,0,0,59,151,2.02,1.091,6.8,0,3.1,10.4,3.4,0,0,0,0,15.35,0,55,33.77
4714,2018,JamesonTaillon,PIT,pittsburgh-pirates,SP,Pre-Arb,571000,0.63,882,taillja01,9,NL,14,10,0.583,3.2,32,32,0,2,1,0,191,179,69,68,20,46,4,179,6,0,2,785,122,3.46,1.178,8.4,0.9,2.2,8.4,3.89,0,0,0,0,147.2,0,414,28.8
4748,2018,JoeMusgrove,PIT,pittsburgh-pirates,SP,Pre-Arb,571000,0.63,637,musgrjo01,8,NL,6,9,0.4,4.06,19,19,0,0,0,0,115.1,113,56,52,12,23,3,100,8,0,5,486,97,3.59,1.179,8.8,0.9,1.8,7.8,4.35,0,0,0,0,93.38,0,184,32.48
5221,2019,JohnGant,STL,st.-louis-cardinals,RP,Pre-Arb,571300,1,180,gantjo01,9,NL,3,0,1,0.77,20,0,4,0,0,2,23.1,8,2,2,2,7,0,25,0,0,0,80,541,2.98,0.643,3.1,0.8,2.7,9.6,3.57,0,0,0,0,5.39,0,63,6.93
5370,2019,StevenBrault,PIT,pittsburgh-pirates,RP,Pre-Arb,571465,1,65,braulst01,10,NL,0,1,0,8.82,6,2,1,0,0,0,16.1,21,16,16,5,9,0,18,2,0,1,78,47,6.9,1.837,11.6,2.8,5,9.9,2,0,0,0,0,79.38,0,90,88.2
5037,2018,ZachDavies,MIL,milwaukee-brewers,SP,Pre-Arb,572000,0.52,203,davieza02,8,NL,2,7,0.222,4.77,13,13,0,0,0,0,66,67,36,35,8,21,3,49,4,0,1,280,87,4.39,1.333,9.1,1.1,2.9,6.7,2.33,0,0,0,0,100.17,0,168,38.16
5385,2019,TrevorHildenberger,MIN,minnesota-twins,RP,Pre-Arb,572500,3,236,hildetr01,11,AL,2,2,0.5,6.59,18,0,3,0,0,1,13.2,21,10,10,1,4,0,14,2,0,1,67,69,3.33,1.829,13.8,0.7,2.6,9.2,3.5,0,0,0,0,26.36,0,44,72.49
2865,2015,AdamWarren,NYY,new-york-yankees,RP,Pre-Arb,572600,0.26,846,warread01,10,AL,7,7,0.5,3.29,43,17,5,0,0,1,131.1,114,51,48,10,39,1,104,7,0,7,534,124,3.59,1.165,7.8,0.7,2.7,7.1,2.67,0,0,0,0,128.31,0,390,32.9
4471,2018,AaronNola,PHI,philadelphia-phillies,SP,Pre-Arb,573000,0.55,646,nolaaa01,8,NL,17,6,0.739,2.37,33,33,0,0,0,0,212.1,149,57,56,17,58,3,224,7,1,4,831,177,3.01,0.975,6.3,0.7,2.5,9.5,3.86,0,0,0,0,137.46,0,464,18.96
5269,2019,LucasGiolito,CHW,chicago-white-sox,SP,Pre-Arb,573000,1,193,giolilu01,7,AL,4,1,0.8,3.55,7,7,0,0,0,0,38,29,17,15,3,16,0,46,1,0,2,156,123,3.05,1.184,6.9,0.7,3.8,10.9,2.88,0,0,0,0,56.8,0,112,24.85
4544,2018,BrianFlynn,KCR,kansas-city-royals,RP,Pre-Arb,573500,0.44,284,flynnbr01,11,AL,3,5,0.375,4.04,48,0,10,0,0,1,75.2,87,37,34,5,35,3,47,3,0,5,336,107,4.28,1.612,10.3,0.6,4.2,5.6,1.34,0,0,0,0,141.4,0,385,44.44
4926,2018,RyanTepera,TOR,toronto-blue-jays,RP,Pre-Arb,574700,0.38,890,teperry01,13,AL,5,5,0.5,3.62,68,0,19,0,0,7,64.2,55,27,26,9,24,1,68,4,1,5,263,116,4.17,1.222,7.7,1.3,3.3,9.5,2.83,0,0,0,0,86.88,0,312,47.06
