Column1,Year,Name,TeamAbbr,Team,Position,VetStatus,Salary,SalaryPerc,Rank,PlayerCode,Age,League,Wins,Losses,Win_Loss,ERA,Games,GamesStart,GamesFinished,CompleteGame,ShutOut,Saves,InningsPitched,Hits_Allowed,Runs_Allowed,EarnedRuns_Allowed,HomeRuns_Allowed,BasesWalk,IntentWalk,StrikeOuts,HitByPitch,Balks,WildPitches,BattersFaced,ERAp,FieldIndPitch,Walks/HitsPerInn,H9,HR9,BB9,SO9,SO_W,VetInd,VetSO,VetWalk,VetInnP,EraWalk,VetAge,WalkAge,EraAge
70,2009,DallasBraden,OAK,oakland-athletics,RP,Pre-Arb,0,0,78,bradeda01,8,AL,8,9,0.471,3.89,22,22,0,0,0,0,136.2,144,63,59,9,42,2,81,2,0,1,589,113,3.73,1.361,9.5,0.6,2.8,5.3,1.93,0,0,0,0,163.38,0,336,31.12
248,2009,NateRobertson,DET,detroit-tigers,SP,Vet,0,0,599,roberna01,14,AL,2,3,0.4,5.44,28,6,3,0,0,0,49.2,59,33,30,4,28,3,35,2,0,2,234,84,4.55,1.752,10.7,0.7,5.1,6.3,1.25,1,35,28,49.2,152.32,14,392,76.16
851,2011,EnriqueGonzalez,DET,detroit-tigers,RP,Pre-Arb,0,0,241,gonzaen01,11,AL,0,0,NA,10,8,0,5,0,0,0,9,12,10,10,1,7,2,3,0,0,0,44,43,6.14,2.111,12,1,7,3,0.43,0,0,0,0,70,0,77,110
2419,2014,ChadSmith,DET,detroit-tigers,RP,Pre-Arb,0,0,678,smithch09,7,AL,0,0,NA,5.4,10,0,5,0,0,0,11.2,15,7,7,1,3,0,9,0,0,0,50,74,3.47,1.543,11.6,0.8,2.3,6.9,3,0,0,0,0,16.2,0,21,37.8
4846,2018,MattHarvey,CIN,cincinnati-reds,SP,Arb 3,4325000,0,409,harvema01,12,NL,7,7,0.5,4.5,24,24,0,0,0,0,128,132,66,64,21,28,2,111,5,1,1,540,94,4.33,1.25,9.3,1.5,2,7.8,3.96,0,0,0,0,126,0,336,54
3412,2016,AlecMills,KCR,kansas-city-royals,RP,Pre-Arb,2773,0,537,millsal02,7,AL,0,0,NA,13.5,3,0,2,0,0,0,3.1,3,5,5,0,5,0,4,1,0,0,19,35,6.15,2.4,8.1,0,13.5,10.8,0.8,0,0,0,0,67.5,0,35,94.5
2958,2015,ChrisBeck,CHW,chicago-white-sox,RP,Pre-Arb,5546,0,52,beckch02,7,AL,0,1,0,6,1,1,0,0,0,0,6,10,5,4,0,4,0,3,0,0,0,31,69,4.13,2.333,15,0,6,4.5,0.75,0,0,0,0,24,0,28,42
4410,2017,TaylorCole,TOR,toronto-blue-jays,RP,Pre-Arb,8769,0,157,coleta01,10,AL,0,0,NA,36,1,0,0,0,0,0,1,6,4,4,0,1,0,1,1,0,0,10,17,7.16,7,54,0,9,9,1,0,0,0,0,36,0,10,360
2858,2015,AbelDeLosSantos,WSN,washington-nationals,RP,Pre-Arb,11092,0.01,192,delosab01,5,NL,0,0,NA,5.4,2,0,2,0,0,0,1.2,2,1,1,1,1,0,3,0,0,0,8,90,9.13,1.8,10.8,5.4,5.4,16.2,3,0,0,0,0,5.4,0,5,27
3131,2015,JoJoReyes,LAA,los-angeles-angels,SP,Pre-Arb,11092,0.01,682,reyesjo03,13,AL,1,0,1,0,1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,1,NA,3.13,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
2027,2013,JamesPaxton,SEA,seattle-mariners,SP,Pre-Arb,13230,0.02,540,paxtoja01,7,AL,3,0,1,1.5,4,4,0,0,0,0,24,15,5,4,2,7,2,21,0,0,0,94,249,3.26,0.917,5.6,0.8,2.6,7.9,3,0,0,0,0,10.5,0,49,10.5
3211,2015,MatLatos,LAA,los-angeles-angels,SP,Arb 3,13866,0.01,455,latosma01,10,AL,0,0,NA,4.91,2,0,1,0,0,0,3.2,4,2,2,2,1,0,3,0,0,0,16,85,9.41,1.364,9.8,4.9,2.5,7.4,3,0,0,0,0,4.91,0,10,49.1
2656,2014,LeonelCampos,SDP,san-diego-padres,RP,Pre-Arb,14000,0.02,95,campole01,9,NL,0,0,NA,5.14,6,0,1,0,0,0,7,9,5,4,0,4,0,9,0,0,2,33,70,2.27,1.857,11.6,0,5.1,11.6,2.25,0,0,0,0,20.56,0,36,46.26
3900,2016,TylerDanish,CHW,chicago-white-sox,SP,Pre-Arb,16638,0.01,176,danisty01,4,AL,0,0,NA,10.8,3,0,2,0,0,0,1.2,6,2,2,0,3,1,0,0,0,0,12,46,8.55,5.4,32.4,0,16.2,0,0,0,0,0,0,32.4,0,12,43.2
4756,2018,JohnMeans,BAL,baltimore-orioles,RP,Pre-Arb,20510,0.02,595,meansjo01,8,AL,0,0,NA,13.5,1,0,0,0,0,0,3.1,6,5,5,1,0,0,4,0,0,0,16,35,4.66,1.8,16.2,2.7,0,10.8,NA,0,0,0,0,0,0,0,108
2646,2014,KyleDrabek,TOR,toronto-blue-jays,RP,Pre-Arb,21505,0.02,190,drabeky01,9,AL,0,0,NA,0,2,0,1,0,0,0,3,2,0,0,0,2,0,5,0,0,0,13,NA,1.8,1.333,6,0,6,15,2.5,0,0,0,0,0,0,18,0
798,2011,CoreyKluber,CLE,cleveland-indians,SP,Pre-Arb,22620,0.04,349,klubeco01,8,AL,0,0,NA,8.31,3,0,2,0,0,0,4.1,6,4,4,0,3,0,5,2,0,1,25,51,4.18,2.077,12.5,0,6.2,10.4,1.67,0,0,0,0,24.93,0,24,66.48
1050,2011,MarkWorrell,BAL,baltimore-orioles,RP,Pre-Arb,22622,0.02,740,worrema01,11,AL,0,0,NA,36,4,0,0,0,0,0,2,6,8,8,2,2,1,3,0,0,0,14,14,16.03,4,27,9,9,13.5,1.5,0,0,0,0,72,0,22,396
1963,2013,EnnyRomero,TBR,tampa-bay-rays,RP,Pre-Arb,24098,0.03,614,romeren01,5,AL,0,0,NA,0,1,1,0,0,0,0,4.2,1,0,0,0,4,0,0,0,0,0,18,NA,5.62,1.071,1.9,0,7.7,0,0,0,0,0,0,0,0,20,0
2609,2014,JorgeRondon,STL,st.-louis-cardinals,RP,Pre-Arb,27322,0.02,624,rondojo01,9,NL,0,0,NA,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,NA,6.13,1,0,0,9,0,0,0,0,0,0,0,0,9,0
3017,2015,DominicLeone,ARI,arizona-diamondbacks,RP/CL,Pre-Arb,28185,0.04,468,leonedo01,6,NL,0,1,0,14.73,3,0,1,0,0,0,3.2,8,6,6,1,0,0,2,1,0,0,20,31,6.41,2.182,19.6,2.5,0,4.9,NA,0,0,0,0,0,0,0,88.38
361,2010,BrandonBeachy,ATL,atlanta-braves,SP,Pre-Arb,28415,0.03,32,beachbr01,6,NL,0,2,0,3,3,3,0,0,0,0,15,16,9,5,0,7,3,15,0,0,1,67,134,2.48,1.533,9.6,0,4.2,9,2.14,0,0,0,0,21,0,42,18
576,2010,MarcoEstrada,MIL,milwaukee-brewers,SP,Pre-Arb,28415,0.04,177,estrama01,9,NL,0,0,NA,9.53,7,1,0,0,0,0,11.1,14,13,12,3,6,0,13,1,0,2,58,44,6.08,1.765,11.1,2.4,4.8,10.3,2.17,0,0,0,0,57.18,0,54,85.77
4671,2018,GiovannyGallegos,STL,st.-louis-cardinals,RP,Pre-Arb,29570,0.02,305,gallegi01,9,NL,0,0,NA,0,2,0,2,0,0,0,1.1,1,0,0,0,0,0,2,0,0,0,5,NA,0.16,0.75,6.8,0,0,13.5,NA,0,0,0,0,0,0,0,0
2691,2014,MattWest,TEX,texas-rangers,RP,Pre-Arb,30054,0.02,770,westma03,8,AL,0,0,NA,6.75,3,0,1,0,0,0,4,6,3,3,0,1,0,3,0,0,0,18,65,2.38,1.75,13.5,0,2.3,6.8,3,0,0,0,0,6.75,0,8,54
3810,2016,PhilCoke,PIT,pittsburgh-pirates,RP,Vet,30503,0.03,151,cokeph01,16,NL,0,0,NA,0,3,0,1,0,0,0,4,3,0,0,0,3,1,3,0,0,0,16,NA,3.9,1.5,6.8,0,6.8,6.8,1,1,3,3,4,0,16,48,0
2924,2015,BrianJohnson,BOS,boston-red-sox,SP,Pre-Arb,30505,0.02,411,johnsbr02,7,AL,0,1,0,8.31,1,1,0,0,0,0,4.1,3,4,4,0,4,0,3,0,0,0,19,56,4.52,1.615,6.2,0,8.3,6.2,0.75,0,0,0,0,33.24,0,28,58.17
2945,2015,CCLee,CLE,cleveland-indians,RP,Pre-Arb,30505,0.04,463,leech01,11,AL,0,0,NA,5.4,2,0,0,0,0,0,1.2,4,1,1,0,1,0,3,0,0,0,10,97,1.33,3,21.6,0,5.4,16.2,3,0,0,0,0,5.4,0,11,59.4
3337,2015,TaylorHill,WSN,washington-nationals,SP,Pre-Arb,30505,0.02,368,hillta01,9,NL,0,0,NA,3.75,6,0,4,0,0,0,12,14,5,5,2,4,0,9,1,0,0,51,109,5.05,1.5,10.5,1.5,3,6.8,2.25,0,0,0,0,15,0,36,33.75
2182,2013,MikeBelfiore,BAL,baltimore-orioles,SP,Pre-Arb,32131,0.03,46,belfimi01,7,AL,0,0,NA,13.5,1,0,1,0,0,0,1.1,3,2,2,2,1,0,0,0,0,0,7,39,24.8,3,20.3,13.5,6.8,0,0,0,0,0,0,13.5,0,7,94.5
3682,2016,JoseTorres,SDP,san-diego-padres,RP,Pre-Arb,33276,0.04,828,torrejo02,5,NL,0,0,NA,0,4,0,1,0,0,0,3,3,0,0,0,2,0,3,0,0,1,14,NA,3.15,1.667,9,0,6,9,1.5,0,0,0,0,0,0,10,0
2867,2015,AdrianHouser,MIL,milwaukee-brewers,SP,Pre-Arb,33278,0.04,378,housead01,5,NL,0,0,NA,0,2,0,2,0,0,0,2,1,0,0,0,2,0,0,0,0,0,8,NA,6.13,1.5,4.5,0,9,0,0,0,0,0,0,0,0,10,0
3140,2015,JorgeLopez,MIL,milwaukee-brewers,SP,Pre-Arb,33278,0.04,482,lopezjo02,5,NL,1,1,0.5,5.4,2,2,0,0,0,0,10,14,6,6,0,5,0,10,1,0,1,46,76,2.93,1.9,12.6,0,4.5,9,2,0,0,0,0,27,0,25,27
3379,2015,YhonathanBarrios,MIL,milwaukee-brewers,RP,Pre-Arb,33278,0.04,46,barriyh01,6,NL,0,0,NA,0,5,0,2,0,0,0,6.2,3,0,0,0,0,0,7,0,0,0,22,NA,1.03,0.45,4.1,0,0,9.5,NA,0,0,0,0,0,0,0,0
1898,2013,ChrisDwyer,KCR,kansas-city-royals,SP,Pre-Arb,34808,0.04,203,dwyerch01,8,AL,0,0,NA,0,2,0,0,0,0,0,3,2,0,0,0,1,0,2,0,0,0,11,NA,2.71,1,6,0,3,6,2,0,0,0,0,0,0,8,0
4493,2018,AllenWebster,CHC,chicago-cubs,SP,Pre-Arb,35160,0.02,950,webstal01,11,NL,1,0,1,6,3,0,1,0,0,0,3,2,2,2,1,1,0,3,2,0,0,15,78,8.49,1,6,3,3,9,3,0,0,0,0,6,0,11,66
2489,2014,EdwinEscobar,BOS,boston-red-sox,RP,Pre-Arb,35519,0.02,205,escobed02,5,AL,0,0,NA,4.5,2,0,2,0,0,0,2,1,1,1,0,0,0,2,1,0,0,8,105,2.63,0.5,4.5,0,0,9,NA,0,0,0,0,0,0,0,22.5
3402,2016,AdamPlutko,CLE,cleveland-indians,P,Pre-Arb,36049,0.03,647,plutkad01,7,AL,0,0,NA,7.36,2,0,1,0,0,0,3.2,5,3,3,1,2,0,3,0,0,1,18,67,6.69,1.909,12.3,2.5,4.9,7.4,1.5,0,0,0,0,14.72,0,14,51.52
3365,2015,TylerWagner,MIL,milwaukee-brewers,RP,Pre-Arb,36051,0.04,842,wagnety01,7,NL,0,2,0,7.24,3,3,0,0,0,0,13.2,22,11,11,1,7,0,5,0,0,1,67,56,4.89,2.122,14.5,0.7,4.6,3.3,0.71,0,0,0,0,50.68,0,49,50.68
2320,2013,YordanoVentura,KCR,kansas-city-royals,SP,Pre-Arb,37486,0.04,711,ventuyo01,5,AL,0,1,0,3.52,3,3,0,0,0,0,15.1,13,6,6,3,6,0,11,0,0,1,64,120,5.33,1.239,7.6,1.8,3.5,6.5,1.83,0,0,0,0,21.12,0,30,17.6
2044,2013,JeffBeliveau,TBR,tampa-bay-rays,RP,Pre-Arb,37639,0.05,49,belivje01,9,AL,0,0,NA,0,1,0,0,0,0,0,0.2,1,0,0,0,1,0,0,0,0,0,4,NA,7.55,3,13.5,0,13.5,0,0,0,0,0,0,0,0,9,0
4795,2018,JustusSheffield,NYY,new-york-yankees,RP,Pre-Arb,38090,0.02,818,sheffju01,5,AL,0,0,NA,10.13,3,0,2,0,0,0,2.2,4,3,3,1,3,0,0,0,0,1,14,48,11.41,2.625,13.5,3.4,10.1,0,0,0,0,0,0,30.39,0,15,50.65
1204,2011,ZachPutnam,CLE,cleveland-indians,RP,Pre-Arb,38459,0.07,543,putnaza01,6,AL,1,1,0.5,6.14,8,0,3,0,0,0,7.1,10,5,5,1,0,0,9,2,0,1,34,67,3.16,1.364,12.3,1.2,0,11,NA,0,0,0,0,0,0,0,36.84
2170,2013,MattShoemaker,LAA,los-angeles-angels,SP,Pre-Arb,40163,0.03,654,shoemma01,9,AL,0,0,NA,0,1,1,0,0,0,0,5,2,0,0,0,2,0,5,0,0,1,19,NA,2.25,0.8,3.6,0,3.6,9,2.5,0,0,0,0,0,0,18,0
1179,2011,TreverMiller,BOS,boston-red-sox,RP,Pre-Arb,40721,0.02,444,milletr02,21,AL,0,0,NA,0,3,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,6,NA,2.03,0,0,0,0,4.5,NA,0,0,0,0,0,0,0,0
4415,2017,TimMelville,SDP,san-diego-padres,RP,Pre-Arb,40922,0.05,545,melviti01,10,NL,0,0,NA,7.71,2,0,1,0,0,0,2.1,3,3,2,0,3,0,3,0,0,0,12,63,4.44,2.571,11.6,0,11.6,11.6,1,0,0,0,0,23.13,0,30,77.1
2345,2014,AlexColome,TBR,tampa-bay-rays,RP,Pre-Arb,43715,0.06,137,colomal01,8,AL,2,0,1,2.66,5,3,1,0,0,0,23.2,19,7,7,1,10,0,13,0,0,3,97,142,3.85,1.225,7.2,0.4,3.8,4.9,1.3,0,0,0,0,26.6,0,80,21.28
2436,2014,CJRiefenhauser,TBR,tampa-bay-rays,SP,Pre-Arb,43715,0.06,605,riefecj01,7,AL,0,0,NA,8.44,7,0,1,0,0,0,5.1,6,5,5,0,3,1,2,0,0,0,24,47,4.07,1.688,10.1,0,5.1,3.4,0.67,0,0,0,0,25.32,0,21,59.08
4409,2017,TannerScott,BAL,baltimore-orioles,P,Pre-Arb,43845,0.03,752,scottta01,5,AL,0,0,NA,10.8,2,0,1,0,0,0,1.2,2,2,2,0,2,0,2,0,0,0,9,49,4.36,2.4,10.8,0,10.8,10.8,1,0,0,0,0,21.6,0,10,54
4895,2018,RandallDelgado,ARI,arizona-diamondbacks,RP,Arb 3,43950,0.03,214,delgara01,11,NL,2,0,1,4.76,10,0,1,0,0,0,11.1,11,6,6,3,6,2,5,0,0,2,51,92,7.31,1.5,8.7,2.4,4.8,4,0.83,0,0,0,0,28.56,0,66,52.36
4900,2018,ReyminGuduan,HOU,houston-astros,RP,Pre-Arb,43950,0.03,373,guduare01,9,AL,0,0,NA,2.7,3,0,2,0,0,0,3.1,1,1,1,1,0,0,4,0,0,0,11,169,4.66,0.3,2.7,2.7,0,10.8,NA,0,0,0,0,0,0,0,24.3
3231,2015,MichaelMariot,KCR,kansas-city-royals,RP,Pre-Arb,44371,0.04,500,mariomi01,9,AL,0,0,NA,3,2,0,1,0,0,0,3,2,1,1,1,2,0,1,0,0,0,12,156,8.8,1.333,6,3,6,3,0.5,0,0,0,0,6,0,18,27
2591,2014,JoePaterson,ARI,arizona-diamondbacks,RP,Pre-Arb,46448,0.04,545,paterjo01,11,NL,0,0,NA,33.75,3,0,1,0,0,0,1.1,4,5,5,0,1,0,0,1,0,0,10,14,7.63,3.75,27,0,6.8,0,0,0,0,0,0,33.75,0,11,371.25
2542,2014,JairJurrjens,COL,colorado-rockies,SP,Arb 1,49180,0.05,367,jurrjja01,11,NL,0,1,0,10.61,2,2,0,0,0,0,9.1,20,11,11,4,3,0,9,1,0,1,50,42,8.06,2.464,19.3,3.9,2.9,8.7,3,0,0,0,0,31.83,0,33,116.71
3938,2017,AaronWilkerson,MIL,milwaukee-brewers,SP,Pre-Arb,49691,0.07,886,wilkeaa01,11,NL,1,0,1,3.48,3,2,1,0,0,0,10.1,6,4,4,1,1,0,7,0,0,0,37,130,3.35,0.677,5.2,0.9,0.9,6.1,7,0,0,0,0,3.48,0,11,38.28
4230,2017,JoshLucas,STL,st.-louis-cardinals,RP,Pre-Arb,49691,0.03,486,lucasjo02,9,NL,0,0,NA,3.68,5,0,2,0,0,0,7.1,7,3,3,2,4,0,7,1,0,1,32,120,6.84,1.5,8.6,2.5,4.9,8.6,1.75,0,0,0,0,14.72,0,36,33.12
3796,2016,OdrisamerDespaigne,MIA,miami-marlins,SP,Pre-Arb,49914,0.06,195,despaod01,12,NL,0,0,NA,9,3,0,3,0,0,0,3,4,3,3,0,1,0,0,0,0,0,13,49,4.15,1.667,12,0,3,0,0,0,0,0,0,9,0,12,108
2526,2014,HeathHembree,BOS,boston-red-sox,RP,Pre-Arb,51912,0.03,309,hembrhe01,8,AL,0,0,NA,4.5,6,0,3,0,0,0,10,11,5,5,1,5,2,6,0,0,1,43,92,4.73,1.6,9.9,0.9,4.5,5.4,1.2,0,0,0,0,22.5,0,40,36
2711,2014,NateKarns,TBR,tampa-bay-rays,SP,Pre-Arb,51912,0.07,369,karnsna01,9,AL,1,1,0.5,4.5,2,2,0,0,0,0,12,7,6,6,3,4,0,13,2,0,0,49,85,5.72,0.917,5.3,2.3,3,9.8,3.25,0,0,0,0,18,0,36,40.5
3685,2016,JoshCollmenter,ATL,atlanta-braves,RP,Arb 3,52687,0.05,157,collmjo01,13,NL,2,0,1,2.37,3,3,0,0,0,0,19,15,5,5,3,5,0,16,1,0,0,76,178,4.46,1.053,7.1,1.4,2.4,7.6,3.2,0,0,0,0,11.85,0,65,30.81
4684,2018,HobyMilner,TBR,tampa-bay-rays,RP,Pre-Arb,53028,0.08,613,milneho01,10,AL,0,0,NA,6.75,4,0,1,0,0,0,2.2,3,4,2,2,2,0,4,0,0,0,13,70,12.16,1.875,10.1,6.8,6.8,13.5,2,0,0,0,0,13.5,0,20,67.5
1853,2013,BrayanVillarreal,BOS,boston-red-sox,SP,Pre-Arb,53551,0.03,719,villabr02,9,AL,0,0,NA,NA,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,9,NA
2198,2013,OnelkiGarcia,LAD,los-angeles-dodgers,SP,Pre-Arb,53551,0.02,249,garcion01,6,NL,0,0,NA,13.5,3,0,1,0,0,0,1.1,1,2,2,1,4,0,1,0,0,0,9,35,20.3,3.75,6.8,6.8,27,6.8,0.25,0,0,0,0,54,0,24,81
2353,2014,AndrewChafin,ARI,arizona-diamondbacks,RP,Pre-Arb,54644,0.05,112,chafian01,7,NL,0,1,0,3.86,3,3,0,0,0,0,14,13,6,6,0,8,1,10,1,0,2,60,100,3.63,1.5,8.4,0,5.1,6.4,1.25,0,0,0,0,30.88,0,56,27.02
3912,2016,WadeLeBlanc,PIT,pittsburgh-pirates,RP,,55460,0.06,451,leblawa01,14,NL,1,0,1,0.75,8,0,4,0,0,1,12,7,3,1,0,2,0,10,0,0,0,44,568,1.98,0.75,5.3,0,1.5,7.5,5,0,0,0,0,1.5,0,28,10.5
2944,2015,CaseyKelly,SDP,san-diego-padres,SP,Pre-Arb,55464,0.05,428,kellyca01,8,NL,0,2,0,7.94,3,2,1,0,0,0,11.1,19,13,10,1,3,0,7,1,0,0,56,48,4.1,1.941,15.1,0.8,2.4,5.6,2.33,0,0,0,0,23.82,0,24,63.52
3093,2015,JayJackson,SDP,san-diego-padres,RP,Pre-Arb,55464,0.05,396,jacksja01,10,NL,0,0,NA,6.23,6,0,1,0,0,0,4.1,7,3,3,0,1,0,4,0,0,0,20,65,1.98,1.846,14.5,0,2.1,8.3,4,0,0,0,0,6.23,0,10,62.3
3283,2015,RobbieErlin,SDP,san-diego-padres,SP,Pre-Arb,55464,0.05,236,erlinro01,7,NL,1,2,0.333,4.76,3,3,0,0,0,0,17,16,9,9,1,2,0,10,1,0,1,65,80,3.25,1.059,8.5,0.5,1.1,5.3,5,0,0,0,0,9.52,0,14,33.32
4186,2017,JenHoTseng,CHC,chicago-cubs,P,Pre-Arb,55537,0.03,835,tsengje01,5,NL,1,0,1,7.5,2,1,1,0,0,0,6,5,5,5,2,2,0,8,1,0,0,26,62,6.32,1.167,7.5,3,3,12,4,0,0,0,0,15,0,10,37.5
4566,2018,ChadSobotka,ATL,atlanta-braves,RP,Pre-Arb,55670,0.04,847,sobotch01,7,NL,1,0,1,1.88,14,0,5,0,0,0,14.1,5,3,3,2,9,2,21,0,0,3,58,220,3.93,0.977,3.1,1.3,5.7,13.2,2.33,0,0,0,0,16.92,0,63,13.16
3930,2016,ZachPhillips,PIT,pittsburgh-pirates,RP,Pre-Arb,55740,0.06,644,phillza01,12,NL,0,0,NA,2.7,8,0,0,0,0,0,6.2,8,2,2,1,1,0,6,0,0,1,28,161,3.75,1.35,10.8,1.4,1.4,8.1,6,0,0,0,0,2.7,0,12,32.4
2712,2014,NathanAdcock,TEX,texas-rangers,RP,Pre-Arb,57377,0.04,6,adcocna01,9,AL,0,0,NA,4.5,7,0,2,0,0,0,10,11,5,5,2,5,0,9,2,0,1,45,92,6.03,1.6,9.9,1.8,4.5,8.1,1.8,0,0,0,0,22.5,0,45,40.5
2764,2014,SamTuivailala,STL,st.-louis-cardinals,RP,Pre-Arb,57377,0.05,734,tuivasa01,4,NL,0,0,NA,36,2,0,0,0,0,0,1,5,4,4,2,2,0,1,0,0,0,10,14,33.13,7,45,18,18,9,0.5,0,0,0,0,72,0,8,144
3397,2016,AbelDeLosSantos,CIN,cincinnati-reds,RP,Pre-Arb,58233,0.07,186,delosab01,6,NL,0,0,NA,11.12,5,0,1,0,0,0,5.2,7,7,7,1,4,0,2,1,0,1,28,41,7.38,1.941,11.1,1.6,6.4,3.2,0.5,0,0,0,0,44.48,0,24,66.72
3760,2016,MattMagill,CIN,cincinnati-reds,RP,Pre-Arb,58233,0.07,481,magilma01,9,NL,0,0,NA,6.23,5,0,2,0,0,0,4.1,5,3,3,1,5,0,1,0,0,0,20,74,9.15,2.308,10.4,2.1,10.4,2.1,0.2,0,0,0,0,31.15,0,45,56.07
4089,2017,DeckMcGuire,CIN,cincinnati-reds,SP,Pre-Arb,58460,0.06,538,mcguide02,11,NL,1,1,0.5,2.63,6,2,2,0,0,0,13.2,10,6,4,1,2,0,11,1,0,0,56,174,3.16,0.878,6.6,0.7,1.3,7.2,5.5,0,0,0,0,5.26,0,22,28.93
4249,2017,KeuryMella,CIN,cincinnati-reds,P,Pre-Arb,58460,0.06,542,mellake01,6,NL,0,0,NA,6.75,2,0,1,0,0,0,4,5,3,3,1,2,1,1,0,0,0,19,72,7.41,1.75,11.3,2.3,4.5,2.3,0.5,0,0,0,0,13.5,0,12,40.5
4319,2017,MikeMorin,KCR,kansas-city-royals,RP,Pre-Arb,58460,0.04,576,morinmi01,9,AL,0,0,NA,7.94,6,0,5,0,0,0,5.2,8,5,5,0,3,0,6,0,0,0,28,60,2.63,1.941,12.7,0,4.8,9.5,2,0,0,0,0,23.82,0,27,71.46
4443,2017,VictorArano,PHI,philadelphia-phillies,RP,Pre-Arb,58460,0.06,30,aranovi01,5,NL,1,0,1,1.69,10,0,2,0,0,0,10.2,6,2,2,0,4,0,13,0,0,0,42,263,1.85,0.938,5.1,0,3.4,11,3.25,0,0,0,0,6.76,0,20,8.45
4530,2018,BradWieck,SDP,san-diego-padres,RP,Pre-Arb,58600,0.06,957,wieckbr01,9,NL,0,0,NA,1.29,5,0,0,0,0,0,7,3,1,1,1,0,0,10,0,0,0,24,315,2.16,0.429,3.9,1.3,0,12.9,NA,0,0,0,0,0,0,0,11.61
4706,2018,JakeBarrett,ARI,arizona-diamondbacks,RP,Pre-Arb,58600,0.04,53,barreja01,9,NL,0,1,0,5.14,7,0,5,0,0,0,7,8,4,4,1,2,0,6,0,0,1,30,87,4.16,1.429,10.3,1.3,2.6,7.7,3,0,0,0,0,10.28,0,18,46.26
4956,2018,SpencerTurnbull,DET,detroit-tigers,SP,Pre-Arb,58600,0.04,906,turnbsp01,8,AL,0,2,0,6.06,4,3,0,0,0,0,16.1,17,11,11,1,4,0,15,0,1,1,69,74,2.85,1.286,9.4,0.6,2.2,8.3,3.75,0,0,0,0,24.24,0,32,48.48
2264,2013,ShaironMartis,MIN,minnesota-twins,SP,Pre-Arb,58907,0.07,452,martish01,9,AL,0,1,0,5.59,6,0,1,0,0,0,9.2,6,6,6,3,4,0,7,0,0,0,39,76,6.88,1.034,5.6,2.8,3.7,6.5,1.75,0,0,0,0,22.36,0,36,50.31
227,2009,MarcoEstrada,WSN,washington-nationals,SP,Pre-Arb,59016,0.2,196,estrama01,8,NL,0,1,0,6.14,4,1,1,0,0,0,7.1,6,6,5,1,4,0,9,0,0,1,33,72,4.05,1.364,7.4,1.2,4.9,11,2.25,0,0,0,0,24.56,0,32,49.12
4064,2017,CoryMazzoni,SDP,san-diego-padres,RP,Pre-Arb,61383,0.08,528,mazzoco01,10,NL,0,0,NA,13.5,6,0,3,0,0,0,8,17,16,12,5,4,0,4,1,0,0,46,33,12.16,2.625,19.1,5.6,4.5,4.5,1,0,0,0,0,54,0,40,135
4460,2017,ZacCurtis,PHI,philadelphia-phillies,RP,Pre-Arb,61383,0.06,176,curtiza01,7,NL,0,0,NA,2.45,3,0,1,0,0,0,3.2,3,1,1,0,2,0,4,0,0,0,15,192,2.61,1.364,7.4,0,4.9,9.8,2,0,0,0,0,4.9,0,14,17.15
2365,2014,BenRowen,TEX,texas-rangers,RP,Pre-Arb,62841,0.05,632,rowenbe01,8,AL,0,0,NA,4.15,8,0,4,0,0,0,8.2,10,4,4,0,4,3,7,0,0,0,39,100,2.9,1.615,10.4,0,4.2,7.3,1.75,0,0,0,0,16.6,0,32,33.2
2479,2014,DrakeBritton,BOS,boston-red-sox,RP,Pre-Arb,63218,0.04,68,brittdr01,8,AL,0,0,NA,0,7,0,0,0,0,0,6.2,5,0,0,0,2,0,4,0,0,0,27,NA,2.83,1.05,6.8,0,2.7,5.4,2,0,0,0,0,0,0,16,0
4082,2017,DanRunzler,PIT,pittsburgh-pirates,RP,Arb 2,64306,0.07,726,runzlda01,15,NL,0,0,NA,4.5,8,0,0,0,0,0,4,7,4,2,2,2,0,4,0,0,0,20,103,9.16,2.25,15.8,4.5,4.5,9,2,0,0,0,0,9,0,30,67.5
4154,2017,JackLeathersich,PIT,pittsburgh-pirates,RP,Pre-Arb,64306,0.07,464,leathja01,9,NL,0,0,NA,0,6,0,2,0,0,0,4.1,3,0,0,0,2,0,6,0,0,0,18,NA,1.77,1.154,6.2,0,4.2,12.5,3,0,0,0,0,0,0,18,0
4897,2018,RangerSuarez,PHI,philadelphia-phillies,RP,Pre-Arb,64460,0.06,876,suarera01,5,NL,1,1,0.5,5.4,4,3,0,0,0,0,15,21,14,9,3,6,1,11,0,1,0,69,80,5.49,1.8,12.6,1.8,3.6,6.6,1.83,0,0,0,0,32.4,0,30,27
