,Year,Name,Tm,Team,Position,VetStatus,Salary,SalaryPerc,Rk,Code,Age,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB
1697,2011,GustavoMolina,NYY,new-york-yankees,C,Pre-Arb,455000,0.21,804,molingu01,29,AL,3,6,6,0,1,1,0,0,0,0,0,0,0,0.167,0.167,0.333,0.5,30,2,0,0,0,0,0
1698,2011,HankConger,LAA,los-angeles-angels,C,Pre-Arb,414000,0.28,249,congeha01,23,AL,59,197,177,14,37,8,0,6,19,0,0,17,37,0.209,0.282,0.356,0.638,81,63,2,1,2,0,2
1699,2011,HeathBell,SDP,san-diego-padres,RP,Arb 3,7500000,15.62,80,bellhe01,33,NL,62,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
1700,2011,HectorGimenez,LAD,los-angeles-dodgers,C,Pre-Arb,425000,0.36,440,gimenhe01,28,NL,4,7,7,0,1,0,0,0,0,0,0,0,3,0.143,0.143,0.143,0.286,-19,1,0,0,0,0,0
1701,2011,HectorNoesi,NYY,new-york-yankees,SP,Pre-Arb,414000,0.19,858,noesihe01,24,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
1702,2011,HectorSanchez,SFG,san-francisco-giants,C,Pre-Arb,414000,0.33,1079,sanchhe01,21,NL,13,34,31,0,8,2,0,0,1,0,0,3,6,0.258,0.324,0.323,0.646,85,10,1,0,0,0,0
1703,2011,HenryBlanco,ARI,arizona-diamondbacks,C,Vet,1000000,1.52,108,blanche01,39,NL,37,112,100,12,25,3,1,8,12,0,1,12,21,0.25,0.33,0.54,0.87,132,54,2,0,0,0,1
1704,2011,HenryRodriguez,WSN,washington-nationals,RP,Pre-Arb,415000,0.55,1032,rodrihe03,24,NL,55,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,0,0,0,0,0
1705,2011,HidekiMatsui,OAK,oakland-athletics,DH,Pre-Arb,4250000,5.56,756,matsuhi01,37,AL,141,585,517,58,130,28,0,12,72,1,1,56,84,0.251,0.321,0.375,0.696,93,194,10,1,0,9,3
1706,2011,HirokiKuroda,LAD,los-angeles-dodgers,SP,Pre-Arb,12500000,10.53,651,kurodhi01,36,NL,30,71,61,2,7,0,0,0,1,0,0,4,20,0.115,0.169,0.115,0.284,-18,7,0,0,6,0,0
1707,2011,HisanoriTakahashi,LAA,los-angeles-angels,RP,Pre-Arb,3800000,2.59,1168,takahhi01,36,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
1708,2011,HomerBailey,CIN,cincinnati-reds,SP,Pre-Arb,441000,0.54,51,baileho02,25,NL,21,45,39,7,11,2,0,0,2,0,0,1,11,0.282,0.3,0.333,0.633,72,13,1,0,5,0,0
1709,2011,HowieKendrick,LAA,los-angeles-angels,LF,Arb 2,3350000,2.28,624,kendrho01,27,AL,140,583,537,86,153,30,6,18,63,14,6,33,119,0.285,0.338,0.464,0.802,126,249,18,10,3,0,3
1710,2011,HumbertoQuintero,HOU,houston-astros,C,Arb 3,1000000,1.17,975,quinthu01,31,NL,79,272,262,22,63,12,1,2,25,1,0,6,53,0.24,0.258,0.317,0.575,59,83,10,1,1,2,2
1711,2011,HunterPence,HOU,houston-astros,LF,Arb 2,6900000,8.06,926,pencehu01,28,NL,100,432,399,49,123,26,3,11,62,7,1,30,86,0.308,0.356,0.471,0.828,128,188,7,1,0,2,1
1712,2011,HustonStreet,COL,colorado-rockies,RP,Vet,7300000,8.77,1156,streehu01,27,NL,59,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0
1713,2011,IanDesmond,WSN,washington-nationals,LF,Pre-Arb,441500,0.59,309,desmoia01,25,NL,154,639,584,65,148,27,5,8,49,25,10,35,139,0.253,0.298,0.358,0.656,80,209,9,4,11,5,2
1714,2011,IanKennedy,ARI,arizona-diamondbacks,SP,Pre-Arb,423000,0.64,627,kenneia01,26,NL,32,75,61,3,8,3,0,0,4,0,0,4,24,0.131,0.197,0.18,0.377,4,11,0,1,9,0,0
1715,2011,IanKinsler,TEX,texas-rangers,2B,Vet,6200000,5.98,634,kinslia01,29,AL,155,723,620,121,158,34,4,32,77,30,4,89,71,0.255,0.355,0.477,0.832,118,296,17,8,4,2,2
1716,2011,IanStewart,COL,colorado-rockies,2B,Pre-Arb,2287500,2.75,1149,stewaia01,26,NL,48,136,122,14,19,6,1,0,6,3,2,14,37,0.156,0.243,0.221,0.464,20,27,1,0,0,0,2
1717,2011,IchiroSuzuki,SEA,seattle-mariners,RF,Vet,18000000,17.75,1162,suzukic01,37,AL,161,721,677,80,184,22,3,5,47,40,7,39,69,0.272,0.31,0.335,0.645,86,227,11,0,1,4,13
1718,2011,IkeDavis,NYM,new-york-mets,1B,Pre-Arb,432000,0.3,291,davisik02,24,NL,36,149,129,20,39,8,1,7,25,0,0,17,31,0.302,0.383,0.543,0.925,156,70,5,1,0,2,3
1719,2011,IvanDeJesus,LAD,los-angeles-dodgers,SS,Pre-Arb,414000,0.35,296,dejesiv02,24,NL,17,35,32,2,6,0,0,0,1,0,0,2,11,0.188,0.235,0.188,0.423,21,6,1,0,1,0,0
1720,2011,IvanNova,NYY,new-york-yankees,SP,Pre-Arb,432900,0.2,861,novaiv01,24,AL,2,5,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,-100,0,0,0,1,0,0
1721,2011,IvanRodriguez,WSN,washington-nationals,C,Vet,3000000,4,1033,rodriiv01,39,NL,44,137,124,14,27,7,0,2,19,0,0,10,28,0.218,0.281,0.323,0.604,66,40,6,1,2,0,2
1722,2011,JackCust,SEA,seattle-mariners,DH,Arb 2,2500000,2.46,279,custja01,32,AL,67,270,225,19,48,15,1,3,23,0,0,44,87,0.213,0.344,0.329,0.673,96,74,3,1,0,0,2
1723,2011,JackHannahan,CLE,cleveland-indians,1B,Pre-Arb,500000,0.89,500,hannaja01,31,AL,110,366,320,38,80,16,2,8,40,2,1,38,80,0.25,0.331,0.388,0.719,103,124,7,2,4,2,0
1724,2011,JackWilson,ATL,atlanta-braves,2B,Vet,1612021,1.61,1287,wilsoja02,33,NL,17,45,41,3,9,1,0,0,0,0,0,1,12,0.22,0.238,0.244,0.482,33,10,0,0,3,0,0
1725,2011,JacobyEllsbury,BOS,boston-red-sox,CF,Arb 1,2500000,1.45,352,ellsbja01,27,AL,158,732,660,119,212,46,5,32,105,39,15,52,98,0.321,0.376,0.552,0.928,146,364,8,9,3,5,1
1726,2011,JAHapp,HOU,houston-astros,SP,Pre-Arb,474000,0.55,503,happja01,28,NL,28,53,43,3,7,1,0,1,4,0,0,3,17,0.163,0.217,0.256,0.473,31,11,0,0,7,0,0
1727,2011,JaimeGarcia,STL,st.-louis-cardinals,SP,Pre-Arb,437000,0.37,421,garcija02,24,NL,30,68,62,3,6,0,0,1,6,0,0,1,18,0.097,0.111,0.145,0.256,-29,9,1,0,5,0,0
1728,2011,JairJurrjens,ATL,atlanta-braves,SP,Pre-Arb,3250000,3.26,618,jurrjja01,25,NL,23,55,47,0,5,0,0,0,1,0,0,1,13,0.106,0.125,0.106,0.231,-36,5,3,0,7,0,0
1729,2011,JairoAsencio,ATL,atlanta-braves,RP,Pre-Arb,414000,0.41,39,valdelu01,28,NL,5,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
1730,2011,JakeArrieta,BAL,baltimore-orioles,SP,Pre-Arb,419000,0.44,36,arrieja01,25,AL,2,5,4,0,1,0,0,0,1,0,0,0,1,0.25,0.25,0.25,0.5,37,1,0,0,1,0,0
1731,2011,JakeFox,BAL,baltimore-orioles,DH,Pre-Arb,424000,0.45,389,foxja02,28,AL,27,67,61,8,15,4,1,2,6,0,0,4,8,0.246,0.313,0.443,0.756,104,27,4,2,0,0,0
1732,2011,JakeMcGee,TBR,tampa-bay-rays,RP,Pre-Arb,415200,0.9,775,mcgeeja01,24,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
1733,2011,JakePeavy,CHW,chicago-white-sox,RP,Vet,16000000,12.25,915,peavyja01,30,AL,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0.5,51,0,0,0,0,0,0
1734,2011,JakeWestbrook,STL,st.-louis-cardinals,SP,Vet,8000000,6.85,1271,westbja01,33,NL,33,60,47,2,5,2,0,1,8,0,0,3,23,0.106,0.16,0.213,0.373,3,10,0,0,10,0,0
1735,2011,JamesLoney,LAD,los-angeles-dodgers,1B,Arb 2,4875000,4.11,699,loneyja01,27,NL,158,582,531,56,153,30,1,12,65,4,0,42,67,0.288,0.339,0.416,0.755,110,221,8,1,3,5,7
1736,2011,JamesMcDonald,PIT,pittsburgh-pirates,SP,Pre-Arb,443000,0.91,771,mcdonja03,26,NL,31,63,55,3,5,1,0,0,3,0,0,3,29,0.091,0.138,0.109,0.247,-29,6,3,0,5,0,0
1737,2011,JamesRussell,CHC,chicago-cubs,RP,Pre-Arb,427500,0.31,1061,russeja02,25,NL,59,8,8,0,1,0,0,0,0,0,0,0,3,0.125,0.125,0.125,0.25,-31,1,0,0,0,0,0
1738,2011,JamesShields,TBR,tampa-bay-rays,SP,Vet,4250000,9.22,1113,shielja02,29,AL,3,8,8,0,0,0,0,0,1,0,0,0,5,0,0,0,0,-100,0,0,0,0,0,0
1739,2011,JameyCarroll,LAD,los-angeles-dodgers,2B,Vet,2300000,1.94,208,carroja01,37,NL,146,510,452,52,131,14,6,0,17,10,0,47,58,0.29,0.359,0.347,0.706,99,157,3,2,8,1,3
1740,2011,JameyWright,SEA,seattle-mariners,RP,Vet,900000,0.89,1307,wrighja01,36,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
1741,2011,JaredBurton,CIN,cincinnati-reds,RP,Arb 3,750000,0.92,166,burtoja01,30,NL,6,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
1742,2011,JaredHughes,PIT,pittsburgh-pirates,RP,Pre-Arb,414000,0.85,566,hugheja02,25,NL,12,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
1743,2011,JarrodDyson,KCR,kansas-city-royals,RF,Pre-Arb,414000,1.02,345,dysonja01,26,AL,26,53,44,8,9,1,0,0,3,11,1,7,14,0.205,0.308,0.227,0.535,51,10,0,0,1,1,0
1744,2011,JarrodSaltalamacchia,BOS,boston-red-sox,C,Arb 1,750000,0.43,1070,saltaja01,26,AL,103,386,358,52,84,23,3,16,56,1,0,24,119,0.235,0.288,0.45,0.737,95,161,7,3,0,1,1
1745,2011,JasonBartlett,SDP,san-diego-padres,SS,Arb 3,4000000,8.33,62,bartlja01,31,NL,139,618,554,61,136,22,3,2,40,23,10,48,98,0.245,0.308,0.307,0.615,76,170,13,5,5,6,0
1746,2011,JasonBay,NYM,new-york-mets,RF,Vet,18125000,12.78,71,bayja01,32,NL,123,509,444,59,109,19,1,12,57,11,1,56,109,0.245,0.329,0.374,0.703,97,166,8,2,1,6,3
1747,2011,JasonBerken,BAL,baltimore-orioles,RP,Pre-Arb,426500,0.45,92,berkeja01,27,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
1748,2011,JasonBourgeois,HOU,houston-astros,LF,Pre-Arb,423000,0.49,121,bourgja01,29,NL,93,252,238,30,70,8,2,1,16,31,6,10,24,0.294,0.323,0.357,0.68,89,85,5,0,4,0,0
1749,2011,JasonDonald,CLE,cleveland-indians,SS,Pre-Arb,423200,0.76,326,donalja01,26,AL,39,143,132,13,42,6,1,1,8,3,2,7,35,0.318,0.364,0.402,0.765,116,53,2,3,0,1,0
1750,2011,JasonFrasor,CHW,chicago-white-sox,RP,,1224043,0.94,398,frasoja01,33,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
1751,2011,JasonGiambi,COL,colorado-rockies,DH,Vet,1000000,1.2,434,giambja01,40,NL,64,152,131,20,34,6,0,13,32,0,0,17,45,0.26,0.355,0.603,0.958,140,79,1,3,0,1,0
1752,2011,JasonHammel,COL,colorado-rockies,SP,Arb 2,3000000,3.6,495,hammeja01,28,NL,32,61,46,3,7,1,0,1,4,0,0,1,15,0.152,0.17,0.239,0.409,4,11,0,0,14,0,0
1753,2011,JasonHeyward,ATL,atlanta-braves,RF,Pre-Arb,496500,0.5,541,heywaja01,21,NL,128,456,396,50,90,18,2,14,42,9,2,51,93,0.227,0.319,0.389,0.708,93,154,7,4,0,3,4
1754,2011,JasonJaramillo,PIT,pittsburgh-pirates,C,Pre-Arb,422500,0.87,592,jaramja01,28,NL,23,45,43,1,14,3,0,0,6,1,0,2,12,0.326,0.356,0.395,0.751,111,17,1,0,0,0,0
1755,2011,JasonKipnis,CLE,cleveland-indians,2B,Pre-Arb,414000,0.74,636,kipnija01,24,AL,36,150,136,24,37,9,1,7,19,5,0,11,34,0.272,0.333,0.507,0.841,133,69,0,2,0,1,0
1756,2011,JasonKubel,MIN,minnesota-twins,LF,Vet,5250000,4.61,649,kubelja01,29,AL,99,401,366,37,100,21,1,12,58,1,1,32,86,0.273,0.332,0.434,0.766,110,159,8,1,0,2,2
1757,2011,JasonMarquis,WSN,washington-nationals,SP,Vet,7500000,10,735,marquja01,32,NL,23,45,42,3,8,1,0,0,3,0,0,0,13,0.19,0.19,0.214,0.405,11,9,0,0,3,0,0
1758,2011,JasonMichaels,HOU,houston-astros,LF,Vet,900000,1.05,784,michaja01,35,NL,89,169,156,10,31,9,0,2,10,1,0,11,31,0.199,0.256,0.295,0.551,53,46,5,1,1,0,1
1759,2011,JasonMotte,STL,st.-louis-cardinals,RP,Pre-Arb,435000,0.37,831,motteja01,29,NL,74,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
1760,2011,JasonRepko,MIN,minnesota-twins,CF,Pre-Arb,600000,0.53,998,repkoja01,30,AL,67,144,133,21,30,2,0,2,11,7,2,6,38,0.226,0.27,0.286,0.555,54,38,0,2,3,0,0
1761,2011,JasonVargas,SEA,seattle-mariners,SP,Arb 1,2450000,2.42,1229,vargaja01,28,AL,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0
1762,2011,JasonVaritek,BOS,boston-red-sox,C,Vet,2000000,1.16,1230,varitja01,39,AL,68,250,222,32,49,10,1,11,36,0,0,21,67,0.221,0.3,0.423,0.723,92,94,3,4,3,0,0
1763,2011,JavierLopez,SFG,san-francisco-giants,RP,Arb 3,2375000,1.89,704,lopezja02,33,NL,67,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
1764,2011,JavyGuerra,LAD,los-angeles-dodgers,RP,Pre-Arb,414000,0.35,472,guerrja01,25,NL,45,1,0,0,0,0,0,0,0,0,0,1,0,NA,1,NA,NA,NA,0,0,0,0,0,0
1765,2011,JayBruce,CIN,cincinnati-reds,RF,Pre-Arb,2791666,3.41,150,bruceja01,24,NL,157,664,585,84,150,27,2,32,97,8,7,71,158,0.256,0.341,0.474,0.814,118,277,8,5,1,2,14
1766,2011,JayGibbons,LAD,los-angeles-dodgers,RF,Pre-Arb,650000,0.55,436,gibboja01,34,NL,24,62,55,5,14,2,0,1,5,0,0,5,14,0.255,0.323,0.345,0.668,88,19,0,1,0,1,1
1767,2011,JaysonNix,TOR,toronto-blue-jays,2B,Pre-Arb,438100,0.6,856,nixja01,28,AL,46,151,136,15,23,5,1,4,16,4,1,12,42,0.169,0.245,0.309,0.554,49,42,2,2,0,1,1
1768,2011,JaysonWerth,WSN,washington-nationals,LF,Vet,10571428,14.1,1270,werthja01,32,NL,150,649,561,69,130,26,1,20,58,19,3,74,160,0.232,0.33,0.389,0.718,97,218,10,10,0,4,5
1769,2011,JBShuck,HOU,houston-astros,LF,Pre-Arb,414000,0.48,1115,shuckja01,24,NL,37,92,81,9,22,2,1,0,3,2,0,11,7,0.272,0.359,0.321,0.68,91,26,3,0,0,0,1
1770,2011,JCBoscan,ATL,atlanta-braves,C,Pre-Arb,414000,0.41,120,boscajc01,31,NL,4,9,9,0,3,0,0,0,0,0,0,0,5,0.333,0.333,0.333,0.667,84,3,0,0,0,0,0
1771,2011,JCRomero,PHI,philadelphia-phillies,RP,Vet,1350000,0.79,1044,romerj.01,35,NL,24,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
1772,2011,JDDrew,BOS,boston-red-sox,RF,Vet,14000000,8.11,333,drewj.01,35,AL,81,286,248,23,55,6,1,4,22,0,1,33,58,0.222,0.315,0.302,0.617,68,75,2,2,0,3,4
1773,2011,JDMartinez,HOU,houston-astros,DH,Pre-Arb,414000,0.48,744,martijd02,23,NL,53,226,208,29,57,13,0,6,35,0,1,13,48,0.274,0.319,0.423,0.742,104,88,4,2,0,3,1
1774,2011,JedLowrie,BOS,boston-red-sox,2B,Pre-Arb,450000,0.26,712,lowrije01,27,AL,88,341,309,40,78,14,4,6,36,1,1,23,60,0.252,0.303,0.382,0.685,83,118,6,2,1,6,2
1775,2011,JeffBaker,CHC,chicago-cubs,1B,Arb 2,1175000,0.84,52,bakerje03,30,NL,81,212,201,20,54,12,1,3,23,0,0,10,46,0.269,0.302,0.383,0.685,87,77,8,0,0,1,0
1776,2011,JeffFrancis,KCR,kansas-city-royals,SP,Vet,2000000,4.91,390,francje01,30,AL,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
1777,2011,JeffFrancoeur,KCR,kansas-city-royals,LF,Vet,2500000,6.14,394,francje02,27,AL,153,656,601,77,171,47,4,20,87,22,10,37,123,0.285,0.329,0.476,0.805,119,286,17,8,0,10,3
1778,2011,JeffFulchino,HOU,houston-astros,SP,Pre-Arb,467000,0.55,409,fulchje01,31,NL,36,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
1779,2011,JeffKarstens,PIT,pittsburgh-pirates,SP,Arb 1,1100000,2.26,620,karstje01,28,NL,28,58,48,2,5,1,0,0,2,0,0,3,28,0.104,0.157,0.125,0.282,-19,6,0,0,7,0,0
1780,2011,JeffKeppinger,HOU,houston-astros,3B,Arb 2,2300000,2.69,629,keppije01,31,NL,43,170,163,22,50,9,0,4,20,0,1,4,7,0.307,0.32,0.436,0.755,108,71,5,0,0,2,0
1781,2011,JeffLocke,PIT,pittsburgh-pirates,RP,Pre-Arb,414000,0.85,693,lockeje01,23,NL,4,5,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,-100,0,1,0,0,0,0
1782,2011,JeffMathis,LAA,los-angeles-angels,C,Arb 2,1700000,1.16,755,mathije01,28,AL,93,281,247,18,43,12,0,3,22,1,2,15,75,0.174,0.225,0.259,0.484,38,64,3,2,14,3,2
1783,2011,JeffNiemann,TBR,tampa-bay-rays,RP,Pre-Arb,903000,1.96,852,niemaje01,28,AL,2,3,3,0,1,0,0,0,0,0,0,0,2,0.333,0.333,0.333,0.667,90,1,0,0,0,0,0
1784,2011,JeffSamardzija,CHC,chicago-cubs,SP,Pre-Arb,3500000,2.51,1071,samarje01,26,NL,71,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,-100,0,0,0,0,0,0
1785,2011,JeffStevens,CHC,chicago-cubs,SP,Pre-Arb,133475,0.1,1147,steveje01,27,NL,4,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
1786,2011,JemileWeeks,OAK,oakland-athletics,2B,Pre-Arb,262426,0.34,1263,weeksje01,24,AL,97,437,406,50,123,26,8,2,36,22,11,21,62,0.303,0.34,0.421,0.761,110,171,3,4,2,4,1
1787,2011,JeredWeaver,LAA,los-angeles-angels,SP,Arb 2,7365000,5.02,1261,weaveje02,28,AL,2,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
1788,2011,JeremyAccardo,BAL,baltimore-orioles,RP,Vet,1080000,1.14,4,accarje01,29,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
1789,2011,JeremyAffeldt,SFG,san-francisco-giants,RP,Vet,4500000,3.57,13,affelje01,32,NL,64,2,1,0,0,0,0,0,0,0,0,1,1,0,0.5,0,0.5,58,0,0,0,0,0,0
1790,2011,JeremyGuthrie,BAL,baltimore-orioles,SP,Arb 2,5750000,6.09,476,guthrje01,32,AL,3,5,5,0,1,1,0,0,0,0,0,0,2,0.2,0.2,0.4,0.6,58,2,0,0,0,0,0
1791,2011,JeremyHellickson,TBR,tampa-bay-rays,SP,Pre-Arb,418400,0.91,522,hellije01,24,AL,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,0,0,0,0,0
1792,2011,JeremyHermida,SDP,san-diego-padres,RF,,67868,0.14,528,hermije01,27,NL,20,48,40,3,9,2,1,1,6,0,0,7,19,0.225,0.354,0.4,0.754,114,16,0,1,0,0,0
1793,2011,JeremyMoore,LAA,los-angeles-angels,RF,Pre-Arb,414000,0.28,811,mooreje02,24,AL,8,8,8,3,1,0,0,0,0,0,0,0,2,0.125,0.125,0.125,0.25,-28,1,0,0,0,0,0
1794,2011,JeremyReed,MIL,milwaukee-brewers,LF,Vet,550000,0.6,994,reedje03,30,NL,7,7,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,0,0,0,0,0
1795,2011,JerryBlevins,OAK,oakland-athletics,RP,Pre-Arb,420000,0.55,111,blevije01,27,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
1796,2011,JerrySands,LAD,los-angeles-dodgers,LF,Pre-Arb,414000,0.35,1082,sandsje01,23,NL,61,227,198,20,50,15,0,4,26,3,3,25,51,0.253,0.338,0.389,0.727,103,77,5,1,2,1,0
1797,2011,JesseCrain,CHW,chicago-white-sox,RP,Vet,4000000,3.06,266,crainje01,29,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
1798,2011,JesseLitsch,TOR,toronto-blue-jays,SP,Arb 1,830000,1.13,691,litscje01,26,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
1799,2011,JesusFlores,WSN,washington-nationals,C,Pre-Arb,750000,1,381,floreje02,26,NL,30,91,86,5,18,6,0,1,2,0,0,5,27,0.209,0.253,0.314,0.567,55,27,1,0,0,0,2
1800,2011,JesusMontero,NYY,new-york-yankees,C,Pre-Arb,414000,0.19,808,monteje01,21,AL,18,69,61,9,20,4,0,4,12,0,0,7,17,0.328,0.406,0.59,0.996,163,36,2,1,0,0,2
1801,2011,JhonnyPeralta,DET,detroit-tigers,3B,Vet,5250000,4.71,932,peraljh01,29,AL,146,576,525,68,157,25,3,21,86,0,2,40,95,0.299,0.345,0.478,0.824,122,251,17,2,0,9,2
1802,2011,JhoulysChacin,COL,colorado-rockies,SP,Pre-Arb,419000,0.5,223,chacijh01,23,NL,32,68,61,3,10,1,0,0,4,0,0,1,12,0.164,0.19,0.18,0.371,-4,11,0,1,5,0,0
1803,2011,JimHoey,MIN,minnesota-twins,RP,Pre-Arb,414000,0.36,549,hoeyja02,28,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
1804,2011,JimJohnson,BAL,baltimore-orioles,RP,Arb 1,975000,1.03,605,johnsji04,28,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
1805,2011,JimmyParedes,HOU,houston-astros,RF,Pre-Arb,414000,0.48,891,paredji01,22,NL,46,179,168,16,48,8,2,2,18,5,4,9,47,0.286,0.32,0.393,0.713,97,66,3,0,1,1,0
1806,2011,JimmyRollins,PHI,philadelphia-phillies,SS,Vet,8500000,5,1042,rolliji01,32,NL,142,631,567,87,152,22,2,16,63,30,8,58,59,0.268,0.338,0.399,0.736,101,226,9,3,0,3,5
1807,2011,JimThome,CLE,cleveland-indians,DH,Vet,606557,1.08,1192,thomeji01,40,AL,22,82,71,11,21,4,0,3,10,0,0,11,23,0.296,0.39,0.479,0.869,144,34,1,0,0,0,1
1808,2011,JJHardy,BAL,baltimore-orioles,SS,Vet,5850000,6.2,505,hardyjj01,28,AL,129,567,527,76,142,27,0,30,80,0,0,31,92,0.269,0.31,0.491,0.801,114,259,10,2,2,5,3
1809,2011,JJPutz,ARI,arizona-diamondbacks,RP,Vet,4000000,6.08,971,putzjj01,34,NL,57,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
1810,2011,JoakimSoria,KCR,kansas-city-royals,RP,Vet,4000000,9.83,1133,soriajo01,27,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
1811,2011,JoaquinBenoit,DET,detroit-tigers,RP,Vet,5500000,4.93,88,benoijo01,33,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
1812,2011,JoeBeimel,PIT,pittsburgh-pirates,RP,Vet,1750000,3.6,78,beimejo01,34,NL,35,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
1813,2011,JoeBenson,MIN,minnesota-twins,LF,Pre-Arb,414000,0.36,89,bensojo01,23,AL,21,74,71,3,17,6,1,0,2,2,2,3,21,0.239,0.27,0.352,0.622,70,25,1,0,0,0,0
1814,2011,JoeBlanton,PHI,philadelphia-phillies,RP,Vet,10500000,6.18,110,blantjo01,30,NL,11,12,11,1,2,0,0,0,2,0,0,0,3,0.182,0.182,0.182,0.364,0,2,0,0,1,0,0
1815,2011,JoelCarreno,TOR,toronto-blue-jays,RP,Pre-Arb,414000,0.56,205,carrejo01,24,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
1816,2011,JoelHanrahan,PIT,pittsburgh-pirates,RP,Arb 1,1400000,2.88,501,hanrajo01,29,NL,69,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
1817,2011,JoelPeralta,TBR,tampa-bay-rays,RP,Arb 2,925000,2.01,933,peraljo01,35,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
1818,2011,JoelPineiro,LAA,los-angeles-angels,SP,Vet,8000000,5.46,953,pineijo01,32,AL,2,6,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,-100,0,0,0,1,0,0
1819,2011,JoeMather,ATL,atlanta-braves,CF,Pre-Arb,187770,0.19,753,mathejo02,28,NL,36,83,75,4,16,4,0,1,9,0,1,6,23,0.213,0.272,0.307,0.578,59,23,1,0,2,0,2
1820,2011,JoeMauer,MIN,minnesota-twins,1B,Vet,23000000,20.18,759,mauerjo01,28,AL,82,333,296,38,85,15,0,3,30,0,0,32,38,0.287,0.36,0.368,0.729,102,109,9,3,0,2,7
1821,2011,JoeNathan,MIN,minnesota-twins,RP,Vet,11250000,9.87,842,nathajo01,36,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
