,Year,Name,Tm,Team,Position,VetStatus,Salary,SalaryPerc,Rk,Code,Age,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB
7563,2017,HunterStrickland,SFG,san-francisco-giants,RP/CL,Pre-Arb,555000,0.29,1273,strichu01,28,NL,66,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
7564,2017,HyunJinRyu,LAD,los-angeles-dodgers,SP,Pre-Arb,7833333,3.02,1157,ryuhy01,30,NL,23,38,30,3,4,1,0,0,0,0,0,3,18,0.133,0.235,0.167,0.402,11,5,0,1,4,0,0
7565,2017,IanDesmond,COL,colorado-rockies,LF,Vet,8000000,5.74,325,desmoia01,31,NL,95,373,339,47,93,11,1,7,40,15,4,24,87,0.274,0.326,0.375,0.701,72,127,13,4,2,4,1
7566,2017,IanHapp,CHC,chicago-cubs,OF,Pre-Arb,415066,0.24,568,happia01,22,NL,115,413,364,62,92,17,3,24,68,8,4,39,129,0.253,0.328,0.514,0.842,113,187,12,4,2,4,5
7567,2017,IanKennedy,KCR,kansas-city-royals,SP,Vet,13500000,9.11,690,kenneia01,32,AL,2,4,3,0,1,0,0,0,0,0,0,1,0,0.333,0.5,0.333,0.833,131,1,0,0,0,0,0
7568,2017,IanKinsler,DET,detroit-tigers,2B,Vet,11000000,5.84,699,kinslia01,35,AL,139,613,551,90,130,25,3,22,52,14,5,55,86,0.236,0.313,0.412,0.725,92,227,9,7,0,0,2
7569,2017,IanKrol,ATL,atlanta-braves,RP,Arb 1,900000,0.86,719,krolia01,26,NL,48,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0
7570,2017,IchiroSuzuki,MIA,miami-marlins,RF,Vet,2000000,1.81,1284,suzukic01,43,NL,136,215,196,19,50,6,0,3,20,1,1,17,35,0.255,0.318,0.332,0.649,79,65,2,1,1,0,1
7571,2017,IldemaroVargas,ARI,arizona-diamondbacks,SS,Pre-Arb,78921,0.08,1355,vargail01,25,NL,12,13,13,4,4,1,0,0,4,0,0,0,3,0.308,0.308,0.385,0.692,74,5,1,0,0,0,0
7572,2017,IvanNova,PIT,pittsburgh-pirates,SP,Vet,8416666,8.57,944,novaiv01,30,NL,29,60,51,0,1,0,0,0,0,0,0,0,31,0.02,0.02,0.02,0.039,-90,1,0,0,9,0,0
7573,2017,JabariBlash,SDP,san-diego-padres,LF,Pre-Arb,236763,0.3,131,blashja01,27,NL,61,195,164,24,35,6,0,5,16,1,2,28,66,0.213,0.333,0.341,0.675,82,56,5,2,0,1,0
7574,2017,JacePeterson,ATL,atlanta-braves,LF,Pre-Arb,424620,0.4,1004,peterja01,27,NL,89,215,186,15,40,9,2,2,17,3,0,27,48,0.215,0.318,0.317,0.635,68,59,4,1,1,0,3
7575,2017,JackFlaherty,STL,st.-louis-cardinals,SP,Pre-Arb,90613,0.06,412,flaheja01,21,NL,6,6,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,0,0,0,0,0
7576,2017,JackieBradleyJr,BOS,boston-red-sox,CF,Arb 1,3600000,1.72,151,bradlja02,27,AL,133,541,482,58,118,19,3,17,63,8,3,48,124,0.245,0.323,0.402,0.726,89,194,8,9,0,2,4
7577,2017,JackLeathersich,PIT,pittsburgh-pirates,RP,Pre-Arb,64306,0.07,738,leathja01,26,NL,6,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
7578,2017,JacksonStephens,CIN,cincinnati-reds,RP,Pre-Arb,99382,0.1,1261,stephja01,23,NL,7,6,6,1,2,0,0,0,2,0,0,0,2,0.333,0.333,0.333,0.667,75,2,0,0,0,0,0
7579,2017,JacobBarnes,MIL,milwaukee-brewers,RP,Pre-Arb,537700,0.78,83,barneja01,27,NL,68,1,0,0,0,0,0,0,0,0,0,1,0,NA,1,NA,NA,NA,0,0,0,0,0,0
7580,2017,JacobdeGrom,NYM,new-york-mets,SP,Arb 1,4050000,2.81,317,degroja01,29,NL,34,77,71,6,15,1,0,1,4,1,0,2,22,0.211,0.233,0.268,0.5,34,19,0,0,4,0,0
7581,2017,JacobHannemann,SEA,seattle-mariners,OF,Pre-Arb,81844,0.05,564,hanneja01,26,AL,11,20,20,3,3,0,0,1,1,0,1,0,4,0.15,0.15,0.3,0.45,19,6,0,0,0,0,0
7582,2017,JacobRhame,NYM,new-york-mets,RP,Pre-Arb,90613,0.06,1093,rhameja01,24,NL,8,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
7583,2017,JacobStallings,PIT,pittsburgh-pirates,C,Pre-Arb,113997,0.12,1255,stallja01,27,NL,5,16,14,3,5,2,0,0,3,0,0,2,2,0.357,0.438,0.5,0.938,149,7,0,0,0,0,1
7584,2017,JacobyEllsbury,NYY,new-york-yankees,CF,Vet,21142857,10.08,371,ellsbja01,33,AL,112,409,356,65,94,20,4,7,39,22,3,41,63,0.264,0.348,0.402,0.75,97,143,7,5,2,0,3
7585,2017,JAHapp,TOR,toronto-blue-jays,SP,Vet,13000000,7.4,569,happja01,34,AL,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
7586,2017,JaimeGarcia,NYY,new-york-yankees,SP,Vet,187072,0.09,463,garcija02,30,AL,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
7587,2017,JakeArrieta,CHC,chicago-cubs,SP,Arb 3,15637500,9.09,58,arrieja01,31,NL,29,64,61,2,8,0,1,1,5,0,0,1,32,0.131,0.145,0.213,0.358,-9,13,0,0,2,0,0
7588,2017,JakeBarrett,ARI,arizona-diamondbacks,RP,Pre-Arb,353528,0.34,90,barreja01,25,NL,28,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
7589,2017,JakeDiekman,TEX,texas-rangers,RP,Arb 2,2550000,1.56,339,diekmja01,30,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
7590,2017,JakeLamb,ARI,arizona-diamondbacks,3B,Pre-Arb,573300,0.56,725,lambja01,26,NL,149,635,536,89,133,30,4,30,105,6,4,87,152,0.248,0.357,0.487,0.844,112,261,15,7,0,5,13
7591,2017,JakeMarisnick,HOU,houston-astros,CF,Arb 1,1100000,0.79,797,marisja01,26,AL,106,259,230,50,56,10,0,16,35,9,4,20,90,0.243,0.319,0.496,0.815,119,114,5,6,2,1,1
7592,2017,JakeMcGee,COL,colorado-rockies,RP,Arb 3,5900000,4.23,845,mcgeeja01,30,NL,58,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
7593,2017,JakeOdorizzi,TBR,tampa-bay-rays,SP,Arb 1,4100000,5.27,955,odorija01,27,AL,2,4,3,0,1,0,0,0,1,0,0,0,0,0.333,0.333,0.333,0.667,83,1,0,0,1,0,0
7594,2017,JakeSmolinski,OAK,oakland-athletics,LF,Pre-Arb,545000,0.74,1242,smolija01,28,AL,16,29,27,1,7,1,0,0,0,0,0,1,6,0.259,0.31,0.296,0.607,68,8,0,1,0,0,0
7595,2017,JakeThompson,PHI,philadelphia-phillies,RP,Pre-Arb,128612,0.12,1312,thompja03,23,NL,11,14,12,1,2,1,0,0,0,0,0,1,5,0.167,0.231,0.25,0.481,27,3,0,0,1,0,0
7596,2017,JamesHoyt,HOU,houston-astros,P,Pre-Arb,420912,0.3,631,hoytja01,30,AL,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
7597,2017,JamesMcCann,DET,detroit-tigers,C,Pre-Arb,552100,0.29,839,mccanja02,27,AL,106,391,352,39,89,14,2,13,49,1,0,26,89,0.253,0.318,0.415,0.733,94,146,8,9,1,3,0
7598,2017,JamesonTaillon,PIT,pittsburgh-pirates,SP,Pre-Arb,555500,0.57,1296,taillja01,25,NL,23,43,38,2,6,0,0,0,0,0,0,0,15,0.158,0.158,0.158,0.316,-15,6,2,0,5,0,0
7599,2017,JamesPazos,SEA,seattle-mariners,RP,Pre-Arb,536500,0.33,980,pazosja01,26,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
7600,2017,JamieCallahan,NYM,new-york-mets,P,Pre-Arb,90613,0.06,198,callaja01,22,NL,8,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
7601,2017,JaredHoying,TEX,texas-rangers,RF,Pre-Arb,178303,0.11,630,hoyinja01,28,AL,36,77,72,13,16,3,0,1,7,3,0,4,23,0.222,0.26,0.306,0.565,45,22,0,0,0,1,0
7602,2017,JaredHughes,MIL,milwaukee-brewers,RP,Arb 2,950000,1.38,634,hugheja02,31,NL,63,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
7603,2017,JarlinGarcia,MIA,miami-marlins,RP,Pre-Arb,499833,0.45,464,garcija04,24,NL,64,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
7604,2017,JarrettParker,SFG,san-francisco-giants,RF,Pre-Arb,539000,0.28,977,parkeja03,28,NL,51,177,166,14,41,12,2,4,23,2,1,10,54,0.247,0.294,0.416,0.709,85,69,2,1,0,0,2
7605,2017,JarrodDyson,SEA,seattle-mariners,RF,Arb 3,2800000,1.73,360,dysonja01,32,AL,111,390,346,56,87,13,3,5,30,28,7,28,55,0.251,0.324,0.35,0.674,85,121,3,10,4,2,2
7606,2017,JasonCastro,MIN,minnesota-twins,C,Vet,8500000,7.02,220,castrja01,30,AL,110,407,356,49,86,22,0,10,47,0,0,45,108,0.242,0.333,0.388,0.72,93,138,10,4,1,1,1
7607,2017,JasonGrilli,TEX,texas-rangers,RP,Vet,1508156,0.92,544,grillja01,40,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
7608,2017,JasonHammel,KCR,kansas-city-royals,SP,Vet,5000000,3.37,560,hammeja01,34,AL,3,9,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,1,0,1,0,0
7609,2017,JasonHeyward,CHC,chicago-cubs,RF,Vet,28166666,16.37,611,heywaja01,27,NL,126,481,432,59,112,15,4,11,59,4,4,41,67,0.259,0.326,0.389,0.715,84,168,8,3,2,2,1
7610,2017,JasonKipnis,CLE,cleveland-indians,2B,Arb 3,9166666,6.95,703,kipnija01,30,AL,90,373,336,43,78,25,0,12,35,6,2,28,71,0.232,0.291,0.414,0.705,81,139,0,2,2,5,0
7611,2017,JasonMotte,ATL,atlanta-braves,RP,Vet,461834,0.44,906,motteja01,35,NL,42,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
7612,2017,JasonVargas,KCR,kansas-city-royals,SP,Vet,8000000,5.4,1356,vargaja01,34,AL,1,4,4,0,1,0,0,0,0,0,0,0,1,0.25,0.25,0.25,0.5,35,1,0,0,0,0,0
7613,2017,JavierBaez,CHC,chicago-cubs,2B,Pre-Arb,609000,0.35,74,baezja01,24,NL,145,508,469,75,128,24,2,23,75,10,3,30,144,0.273,0.317,0.48,0.796,102,225,10,1,6,2,15
7614,2017,JavyGuerra,MIA,miami-marlins,RP,Arb 2,131535,0.12,549,guerrja01,31,NL,16,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
7615,2017,JayBruce,CLE,cleveland-indians,RF,Vet,3765014,2.85,168,bruceja01,30,AL,43,169,149,21,37,9,2,7,26,1,0,18,37,0.248,0.331,0.477,0.808,108,71,2,1,0,1,0
7616,2017,JaysonWerth,WSN,washington-nationals,LF,Vet,21571428,11.84,1399,werthja01,38,NL,70,289,252,35,57,10,1,10,29,4,3,35,69,0.226,0.322,0.393,0.715,83,99,4,1,0,1,1
7617,2017,JDDavis,HOU,houston-astros,3B,Pre-Arb,535000,0.39,304,davisjd01,24,AL,24,68,62,8,14,4,0,4,7,1,1,4,20,0.226,0.279,0.484,0.763,104,30,3,1,0,1,0
7618,2017,JDMartinez,ARI,arizona-diamondbacks,DH,Arb 3,4879808,4.76,814,martijd02,29,NL,62,257,232,47,70,13,1,29,65,2,0,24,74,0.302,0.366,0.741,1.107,170,172,13,0,0,1,3
7619,2017,JeanSegura,SEA,seattle-mariners,SS,Arb 2,6800000,4.21,1201,segurje01,27,AL,125,566,524,80,157,30,2,11,45,22,8,34,83,0.3,0.349,0.427,0.776,111,224,14,6,0,1,3
7620,2017,JeddGyorko,STL,st.-louis-cardinals,SS,Arb 2,4000000,2.75,555,gyorkje01,28,NL,125,481,426,52,116,21,2,20,67,6,2,47,105,0.272,0.341,0.472,0.813,112,201,12,1,0,7,1
7621,2017,JedLowrie,OAK,oakland-athletics,2B,Vet,6500000,8.85,767,lowrije01,33,AL,153,645,567,86,157,49,3,14,69,0,1,73,100,0.277,0.36,0.448,0.808,120,254,10,2,0,3,2
7622,2017,JeffFerrell,DET,detroit-tigers,RP,Pre-Arb,143227,0.08,404,ferreje01,26,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
7623,2017,JeffHoffman,COL,colorado-rockies,SP,Pre-Arb,318607,0.23,618,hoffmje02,24,NL,23,36,33,1,3,1,0,0,1,0,0,0,17,0.091,0.091,0.121,0.212,-49,4,1,0,3,0,0
7624,2017,JeffMathis,ARI,arizona-diamondbacks,C,Vet,2000000,1.95,821,mathije01,34,NL,60,203,186,13,40,10,2,2,11,1,0,14,61,0.215,0.277,0.323,0.6,52,60,6,2,1,0,1
7625,2017,JeffSamardzija,SFG,san-francisco-giants,SP,Vet,19800000,10.43,1165,samarje01,32,NL,33,67,64,3,6,2,0,1,2,0,0,0,25,0.094,0.094,0.172,0.266,-32,11,0,0,3,0,0
7626,2017,JeimerCandelario,DET,detroit-tigers,3B,Pre-Arb,93536,0.05,202,candeje01,23,AL,27,106,94,16,31,7,0,2,13,0,0,12,18,0.33,0.406,0.468,0.874,133,44,2,0,0,0,0
7627,2017,JenHoTseng,CHC,chicago-cubs,P,Pre-Arb,55537,0.03,1331,tsengje01,22,NL,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0
7628,2017,JeremyHazelbaker,ARI,arizona-diamondbacks,OF,Pre-Arb,219336,0.21,581,hazelje01,29,NL,41,61,52,10,18,2,2,2,10,1,0,9,20,0.346,0.443,0.577,1.02,156,30,0,0,0,0,2
7629,2017,JeremyJeffress,MIL,milwaukee-brewers,RP,Arb 1,722925,1.05,655,jeffrje01,29,NL,20,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-100,0,0,0,0,0,0
7630,2017,JerryBlevins,NYM,new-york-mets,RP,Vet,5500000,3.82,134,blevije01,33,NL,70,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
7631,2017,JesseChavez,LAA,los-angeles-angels,RP,Vet,6550000,3.94,237,chaveje01,33,AL,4,6,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,-100,0,0,0,1,0,0
7632,2017,JesseWinker,CIN,cincinnati-reds,OF,Pre-Arb,233840,0.24,1419,winkeje01,23,NL,47,137,121,21,36,7,0,7,15,1,1,15,24,0.298,0.375,0.529,0.904,132,64,2,0,1,0,0
7633,2017,JesusAguilar,MIL,milwaukee-brewers,1B,Pre-Arb,536000,0.78,12,aguilje01,27,NL,133,311,279,40,74,15,2,16,52,0,0,25,94,0.265,0.331,0.505,0.837,114,141,8,4,0,3,1
7634,2017,JesusSucre,TBR,tampa-bay-rays,C,Arb 1,630000,0.81,1281,sucreje01,29,AL,62,192,176,20,45,6,0,7,29,2,0,7,35,0.256,0.289,0.409,0.699,88,72,6,3,2,4,0
7635,2017,JettBandy,MIL,milwaukee-brewers,C,Pre-Arb,472000,0.68,79,bandyje01,27,NL,60,188,169,14,35,6,0,6,18,1,0,15,51,0.207,0.287,0.349,0.636,65,59,5,4,0,0,0
7636,2017,JeurysFamilia,NYM,new-york-mets,RP,Arb 2,7425000,5.16,390,familje01,27,NL,25,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
7637,2017,JharelCotton,OAK,oakland-athletics,SP,Pre-Arb,485218,0.66,277,cottojh01,25,AL,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
7638,2017,JhoulysChacin,SDP,san-diego-padres,SP,Vet,1750000,2.25,232,chacijh01,29,NL,33,61,54,0,12,2,0,0,4,1,0,0,11,0.222,0.222,0.259,0.481,29,14,2,0,7,0,0
7639,2017,JimJohnson,ATL,atlanta-braves,RP,Vet,5500000,5.23,662,johnsji04,34,NL,56,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
7640,2017,JimmieSherfy,ARI,arizona-diamondbacks,RP,Pre-Arb,90613,0.09,1211,sherfji01,25,NL,10,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
7641,2017,JimmyYacabonis,BAL,baltimore-orioles,P,Pre-Arb,111074,0.06,1436,yacabji01,25,AL,2,2,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
7642,2017,JJHardy,BAL,baltimore-orioles,SS,Vet,14000000,7.98,571,hardyjj01,34,AL,73,268,254,24,55,13,1,4,24,0,1,12,48,0.217,0.255,0.323,0.578,56,82,7,1,1,0,0
7643,2017,JJHoover,ARI,arizona-diamondbacks,RP,Arb 1,900000,0.88,626,hoovejj01,29,NL,49,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
7644,2017,JoakimSoria,KCR,kansas-city-royals,RP,Vet,8000000,5.4,1249,soriajo01,33,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
7645,2017,JoaquinBenoit,PIT,pittsburgh-pirates,RP,Vet,2581992,2.63,113,benoijo01,39,NL,7,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
7646,2017,JocPederson,LAD,los-angeles-dodgers,CF,Pre-Arb,500445,0.19,983,pederjo01,25,NL,102,323,273,44,58,20,0,11,35,4,3,39,68,0.212,0.331,0.407,0.738,96,111,7,10,0,1,1
7647,2017,JoeBlanton,WSN,washington-nationals,RP,Vet,4000000,2.19,130,blantjo01,36,NL,48,1,0,0,0,0,0,0,0,0,0,1,0,NA,1,NA,NA,NA,0,0,0,0,0,0
7648,2017,JoeKelly,BOS,boston-red-sox,RP,Arb 2,2800000,1.33,680,kellyjo05,29,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
7649,2017,JoeMauer,MIN,minnesota-twins,1B,Vet,23000000,19,824,mauerjo01,34,AL,141,597,525,69,160,36,1,7,71,2,1,66,83,0.305,0.384,0.417,0.801,115,219,17,3,0,3,3
7650,2017,JoeMusgrove,HOU,houston-astros,SP,Pre-Arb,510668,0.37,914,musgrjo01,24,AL,4,5,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-100,0,0,0,0,0,0
7651,2017,JoePanik,SFG,san-francisco-giants,2B,Pre-Arb,600000,0.32,973,panikjo01,26,NL,138,573,511,60,147,28,5,10,53,4,1,46,54,0.288,0.347,0.421,0.768,102,215,10,5,3,8,4
7652,2017,JoeyGallo,TEX,texas-rangers,3B,Pre-Arb,537120,0.33,453,gallojo01,23,AL,145,532,449,85,94,18,3,41,80,7,2,75,196,0.209,0.333,0.537,0.869,118,241,3,8,0,0,1
7653,2017,JoeyRickard,BAL,baltimore-orioles,LF,Pre-Arb,491815,0.28,1095,rickajo01,26,AL,111,277,261,29,63,15,0,4,19,8,1,9,63,0.241,0.276,0.345,0.621,68,90,6,4,2,1,0
7654,2017,JoeyVotto,CIN,cincinnati-reds,1B,Vet,22000000,22.81,1377,vottojo01,33,NL,162,707,559,106,179,34,1,36,100,5,1,134,83,0.32,0.454,0.578,1.032,167,323,16,8,0,6,20
7655,2017,JohanCamargo,ATL,atlanta-braves,SS,Pre-Arb,394605,0.38,199,camarjo01,23,NL,82,256,241,30,72,21,2,4,27,0,0,12,51,0.299,0.331,0.452,0.783,103,109,5,0,2,1,2
7656,2017,JohnBrebbia,STL,st.-louis-cardinals,RP,Pre-Arb,374144,0.26,156,brebbjo01,27,NL,46,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0
7657,2017,JohnGant,STL,st.-louis-cardinals,SP,Pre-Arb,245532,0.17,456,gantjo01,24,NL,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0
7658,2017,JohnHicks,DET,detroit-tigers,C,Pre-Arb,289377,0.15,613,hicksjo02,27,AL,60,190,173,25,46,12,0,6,22,2,1,13,51,0.266,0.326,0.439,0.766,102,76,5,3,0,1,0
7659,2017,JohnJaso,PIT,pittsburgh-pirates,RF,Vet,4000000,4.07,651,jasojo01,33,NL,126,302,256,28,54,19,0,10,35,1,1,40,66,0.211,0.328,0.402,0.73,93,103,5,5,0,1,2
7660,2017,JohnLackey,CHC,chicago-cubs,SP,Vet,16000000,9.3,722,lackejo01,38,NL,31,61,53,2,7,1,0,0,1,1,1,3,23,0.132,0.179,0.151,0.33,-13,8,0,0,5,0,0
7661,2017,JohnnyBarbato,PIT,pittsburgh-pirates,RP,Pre-Arb,207533,0.21,80,barbajo01,24,NL,23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0
7662,2017,JohnnyCueto,SFG,san-francisco-giants,SP,Vet,23500000,12.38,288,cuetojo01,31,NL,25,52,46,3,4,0,0,0,3,0,0,1,15,0.087,0.104,0.087,0.191,-48,4,0,0,4,1,0
7663,2017,JohnRyanMurphy,ARI,arizona-diamondbacks,C,Pre-Arb,90613,0.09,912,murphjr01,26,NL,5,7,7,0,1,1,0,0,1,0,0,0,1,0.143,0.143,0.286,0.429,5,2,1,0,0,0,0
7664,2017,JonathanHolder,NYY,new-york-yankees,RP,Pre-Arb,325674,0.16,620,holdejo02,24,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
7665,2017,JonathanLucroy,COL,colorado-rockies,C,Vet,1836096,1.32,771,lucrojo01,31,NL,46,175,142,18,44,6,3,2,13,0,0,27,19,0.31,0.429,0.437,0.865,114,62,6,4,0,2,6
7666,2017,JonathanSchoop,BAL,baltimore-orioles,2B,Arb 1,3475000,1.98,1194,schoojo01,25,AL,160,675,622,92,182,35,0,32,105,1,0,35,142,0.293,0.338,0.503,0.841,124,313,20,11,0,7,0
7667,2017,JonathanVillar,MIL,milwaukee-brewers,SS,Pre-Arb,554500,0.8,1367,villajo01,26,NL,122,436,403,49,97,18,1,11,40,23,8,30,132,0.241,0.293,0.372,0.665,72,150,4,0,2,1,1
7668,2017,JonGray,COL,colorado-rockies,SP,Pre-Arb,540000,0.39,533,grayjo02,25,NL,19,43,38,3,3,0,0,1,3,0,0,1,27,0.079,0.103,0.158,0.26,-37,6,0,0,4,0,0
7669,2017,JonJay,CHC,chicago-cubs,CF,Vet,8000000,4.65,652,jayjo02,32,NL,141,433,379,65,112,18,3,2,34,6,2,37,80,0.296,0.374,0.375,0.749,95,142,11,12,3,2,3
7670,2017,JonLester,CHC,chicago-cubs,SP,Vet,25000000,14.53,746,lestejo01,33,NL,30,65,54,5,8,3,0,1,6,1,0,4,26,0.148,0.203,0.259,0.463,19,14,0,0,6,1,0
7671,2017,JordanLuplow,PIT,pittsburgh-pirates,OF,Pre-Arb,113997,0.12,773,luplojo01,23,NL,27,87,78,6,16,3,1,3,11,0,1,6,22,0.205,0.276,0.385,0.66,73,30,4,2,0,1,0
7672,2017,JordanLyles,SDP,san-diego-padres,SP,Arb 3,90613,0.12,776,lylesjo01,26,NL,5,9,8,1,2,0,0,0,3,0,0,1,3,0.25,0.333,0.25,0.583,60,2,0,0,0,0,0
7673,2017,JordanMontgomery,NYY,new-york-yankees,SP,Pre-Arb,435527,0.21,887,montgjo01,24,AL,2,5,3,0,0,0,0,0,0,0,0,2,2,0,0.4,0,0.4,21,0,1,0,0,0,0
7674,2017,JordanZimmermann,DET,detroit-tigers,SP,Vet,18000000,9.55,1450,zimmejo02,31,AL,3,6,6,0,1,0,0,0,0,0,0,0,1,0.167,0.167,0.167,0.333,-10,1,0,0,0,0,0
7675,2017,JordyMercer,PIT,pittsburgh-pirates,SS,Arb 2,4325000,4.4,859,mercejo03,30,NL,145,558,502,52,128,24,5,14,58,0,4,51,88,0.255,0.326,0.406,0.733,93,204,16,3,0,2,13
7676,2017,JorgeAlfaro,PHI,philadelphia-phillies,C,Pre-Arb,172457,0.17,22,alfarjo01,24,NL,29,114,107,12,34,6,0,5,14,0,0,3,33,0.318,0.36,0.514,0.874,127,55,2,4,0,0,1
7677,2017,JorgeBonifacio,KCR,kansas-city-royals,RF,Pre-Arb,479372,0.32,137,bonifjo01,24,AL,113,422,384,55,98,15,1,17,40,1,1,35,118,0.255,0.32,0.432,0.752,98,166,8,2,0,1,0
7678,2017,JorgeDeLaRosa,ARI,arizona-diamondbacks,RP,Vet,2250000,2.19,314,rosajo01,36,NL,64,2,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,2,0,0
7679,2017,JorgePolanco,MIN,minnesota-twins,SS,Pre-Arb,540000,0.45,1031,polanjo01,23,AL,133,544,488,60,125,30,3,13,74,13,5,41,78,0.256,0.313,0.41,0.723,92,200,7,2,7,6,1
7680,2017,JorgeSoler,KCR,kansas-city-royals,LF,Pre-Arb,3666667,2.47,1247,solerjo01,25,AL,35,110,97,7,14,5,0,2,6,0,0,12,36,0.144,0.245,0.258,0.503,35,25,5,1,0,0,1
7681,2017,JoseAbreu,CHW,chicago-white-sox,1B,Arb 1,10825000,12.53,2,abreujo02,30,AL,156,675,621,95,189,43,6,33,102,3,0,35,119,0.304,0.354,0.552,0.906,141,343,21,15,0,4,6
7682,2017,JoseAltuve,HOU,houston-astros,2B,Arb 3,4687500,3.38,33,altuvjo01,27,AL,153,662,590,112,204,39,4,24,81,32,6,58,84,0.346,0.41,0.547,0.957,160,323,19,9,1,4,3
7683,2017,JoseAlvarez,LAA,los-angeles-angels,RP,Pre-Arb,441380,0.27,35,alvarjo02,28,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
7684,2017,JoseBautista,TOR,toronto-blue-jays,RF,Vet,18000000,10.25,94,bautijo02,36,AL,157,686,587,92,119,27,0,23,65,6,3,84,170,0.203,0.308,0.366,0.674,79,215,16,8,0,7,3
7685,2017,JoseBerrios,MIN,minnesota-twins,SP,Pre-Arb,415066,0.34,115,berrijo01,23,AL,3,5,5,0,1,0,0,0,0,0,0,0,2,0.2,0.2,0.2,0.4,8,1,0,0,0,0,0
7686,2017,JoseIglesias,DET,detroit-tigers,SS,Arb 2,4100000,2.18,640,iglesjo01,27,AL,130,489,463,56,118,33,1,6,54,7,4,21,65,0.255,0.288,0.369,0.657,74,171,6,1,3,1,0
7687,2017,JoseLeclerc,TEX,texas-rangers,RP,Pre-Arb,536000,0.33,740,leclejo01,23,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0
